matchId,squadId,badHands,badPasses,blocked,blocks,breaks,centrePassReceives,contactPenalties,defensiveRebounds,deflections,feeds,gain,goalAssists,goalAttempts,goalMisses,goals,goalsFromCentrePass,goalsFromGain,goalsFromTurnovers,intercepts,missedGoalTurnover,obstructionPenalties,offensiveRebounds,offsides,penalties,pickups,rebounds,timeInPossession,tossUpWin,turnovers,possessions,pacePer60,offensiveRating,defensiveRating,netRating
95630202,805,0,6,0,0,1,56,65,2,15,67,8,31,62,11,51,34,6,8,6,0,13,5,1,78,8,7,50,0,24,81,79.91230474102493,62.96296296296296,72.82608695652173,-9.863123993558773
95630202,810,1,6,0,0,1,46,34,0,7,82,6,41,78,11,67,44,5,15,6,0,14,4,0,48,10,4,50,0,18,92,90.76459303918881,72.82608695652173,62.96296296296296,9.863123993558773
