matchId,squadId,badHands,badPasses,blocked,blocks,breaks,centrePassReceives,contactPenalties,defensiveRebounds,deflections,disposals,feeds,gain,goalAssists,goalAttempts,goalMisses,goals,goalsFromCentrePass,goalsFromGain,goalsFromTurnovers,intercepts,missedGoalTurnover,obstructionPenalties,offensiveRebounds,offsides,passes,penalties,pickups,possessions,rebounds,timeInPossession,tossUpWin,turnovers,pacePer60,offensiveRating,defensiveRating,netRating
98180605,809,1,12,0,0,5,46,54,2,13,199,70,11,31,66,22,44,30,4,9,9,0,13,8,1,115,67,8,87,10,53,0,29,84.62577681707647,50.57471264367817,69.04761904761905,-18.472906403940883
98180605,810,2,3,0,0,3,42,29,6,21,190,68,15,30,67,9,58,34,10,14,9,0,21,4,6,110,50,12,84,10,47,0,21,81.70764658200487,69.04761904761905,50.57471264367817,18.472906403940883
