matchId,squadId,oppSquadId,badHands,badPasses,blocked,blocks,breaks,centrePassReceives,contactPenalties,defensiveRebounds,deflections,feeds,gain,goalAssists,goalAttempts,goalMisses,goals,goalsFromCentrePass,goalsFromGain,goalsFromTurnovers,intercepts,missedGoalTurnover,obstructionPenalties,offensiveRebounds,offsides,penalties,pickups,rebounds,timeInPossession,tossUpWin,turnovers,possessions,pacePer60,offensiveRating,defensiveRating,netRating
95630804,805,806,4,1,0,0,2,54,62,0,18,54,3,27,64,14,50,37,7,6,3,0,9,2,3,71,12,2,51,0,22,84,82.78127566383793,59.523809523809526,75.0,-15.476190476190474
95630804,806,805,4,8,0,0,1,48,46,4,16,58,12,35,73,7,66,43,10,13,8,0,12,4,3,58,11,8,49,0,19,88,86.72324117163974,75.0,59.523809523809526,15.476190476190474
