matchId,squadId,oppSquadId,playerId,badHands,badPasses,blocked,blocks,breaks,centrePassReceives,contactPenalties,defensiveRebounds,deflections,feeds,gain,goalAssists,goalAttempts,goalMisses,goals,intercepts,missedGoalTurnover,obstructionPenalties,offensiveRebounds,offsides,penalties,pickups,rebounds,tossUpWin,turnovers,minutesPlayed,badHandsPer60,badPassesPer60,blockedPer60,blocksPer60,breaksPer60,centrePassReceivesPer60,contactPenaltiesPer60,defensiveReboundsPer60,deflectionsPer60,feedsPer60,gainPer60,goalAssistsPer60,goalAttemptsPer60,goalMissesPer60,goalsPer60,interceptsPer60,missedGoalTurnoverPer60,obstructionPenaltiesPer60,offensiveReboundsPer60,offsidesPer60,penaltiesPer60,pickupsPer60,reboundsPer60,tossUpWinPer60,turnoversPer60,plusMinus,plusMinusPer60
90840802,806,807,80038,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,5,0,0,9,1,0,0,0,0.0,,,,,,inf,inf,,,,,,,,,,,inf,,,inf,inf,,,,,
90840802,806,807,80048,0,1,0,0,0,0,16,1,7,0,2,0,0,0,0,0,0,3,0,0,19,4,1,0,1,60.0,0.0,1.0,0.0,0.0,0.0,0.0,16.0,1.0,7.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,19.0,4.0,1.0,0.0,1.0,-15.0,-15.0
90840802,806,807,80052,0,0,0,0,0,0,2,0,1,2,0,0,13,0,13,0,0,0,0,0,2,0,0,0,0,37.93333333333333,0.0,0.0,0.0,0.0,0.0,0.0,3.163444639718805,0.0,1.5817223198594026,3.163444639718805,0.0,0.0,20.562390158172235,0.0,20.562390158172235,0.0,0.0,0.0,0.0,0.0,3.163444639718805,0.0,0.0,0.0,0.0,-9.0,-14.235500878734623
90840802,806,807,80069,0,1,0,0,0,1,10,0,4,28,4,8,0,0,0,2,0,1,0,2,11,1,0,0,1,60.6,0.0,0.9900990099009901,0.0,0.0,0.0,0.9900990099009901,9.900990099009901,0.0,3.9603960396039604,27.722772277227723,3.9603960396039604,7.920792079207921,0.0,0.0,0.0,1.9801980198019802,0.0,0.9900990099009901,0.0,1.9801980198019802,10.89108910891089,0.9900990099009901,0.0,0.0,0.9900990099009901,-15.0,-14.85148514851485
90840802,806,807,80072,1,3,0,0,0,13,3,0,0,4,1,2,29,5,24,1,0,0,1,1,3,2,1,0,7,60.0,1.0,3.0,0.0,0.0,0.0,13.0,3.0,0.0,0.0,4.0,1.0,2.0,29.0,5.0,24.0,1.0,0.0,0.0,1.0,1.0,3.0,2.0,1.0,0.0,7.0,-15.0,-15.0
90840802,806,807,80178,1,0,0,0,0,18,4,0,1,14,0,5,0,0,0,0,0,3,0,0,7,0,0,0,4,0.0,inf,,,,,inf,inf,,inf,inf,,inf,,,,,,inf,,,inf,,,,inf,,
90840802,806,807,80179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
90840802,806,807,80470,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,2,0,0,7,0,0,0,0,60.6,0.0,0.0,0.0,0.0,0.0,0.0,4.9504950495049505,0.0,0.9900990099009901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9801980198019802,0.0,0.0,6.930693069306931,0.0,0.0,0.0,0.0,-15.0,-14.85148514851485
90840802,806,807,991904,0,0,0,0,0,8,4,0,4,2,1,1,0,0,0,0,0,1,0,0,5,2,0,0,0,60.6,0.0,0.0,0.0,0.0,0.0,7.920792079207921,3.9603960396039604,0.0,3.9603960396039604,1.9801980198019802,0.9900990099009901,0.9900990099009901,0.0,0.0,0.0,0.0,0.0,0.9900990099009901,0.0,0.0,4.9504950495049505,1.9801980198019802,0.0,0.0,0.0,-15.0,-14.85148514851485
90840802,806,807,993463,3,1,0,0,0,0,0,0,1,0,0,0,7,4,3,0,0,0,2,0,0,0,2,0,6,22.666666666666668,7.9411764705882355,2.6470588235294117,0.0,0.0,0.0,0.0,0.0,0.0,2.6470588235294117,0.0,0.0,0.0,18.52941176470588,10.588235294117647,7.9411764705882355,0.0,0.0,0.0,5.294117647058823,0.0,0.0,0.0,5.294117647058823,0.0,15.882352941176471,-6.0,-15.882352941176471
90840802,806,807,995216,0,2,0,0,0,2,0,0,0,8,0,1,0,0,0,0,0,1,0,0,1,0,0,0,2,60.6,0.0,1.9801980198019802,0.0,0.0,0.0,1.9801980198019802,0.0,0.0,0.0,7.920792079207921,0.0,0.9900990099009901,0.0,0.0,0.0,0.0,0.0,0.9900990099009901,0.0,0.0,0.9900990099009901,0.0,0.0,0.0,1.9801980198019802,-15.0,-14.85148514851485
90840802,806,807,995217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
90840802,807,806,80020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
90840802,807,806,80076,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,6,1,0,0,0,0.0,,,,,,,inf,,,,,,,,,,,inf,,,inf,inf,,,,,
90840802,807,806,80078,2,1,0,0,0,0,1,0,2,7,1,4,42,6,36,0,0,3,5,0,5,0,5,0,4,60.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,7.0,1.0,4.0,42.0,6.0,36.0,0.0,0.0,3.0,5.0,0.0,5.0,0.0,5.0,0.0,4.0,15.0,15.0
90840802,807,806,80080,0,1,0,0,0,0,7,3,4,0,9,0,0,0,0,4,0,8,0,0,15,2,3,0,1,60.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,3.0,4.0,0.0,9.0,0.0,0.0,0.0,0.0,4.0,0.0,8.0,0.0,0.0,15.0,2.0,3.0,0.0,1.0,15.0,15.0
90840802,807,806,80157,0,0,0,0,0,10,0,0,1,14,1,8,12,3,9,1,0,0,0,0,0,1,0,0,0,0.0,,,,,,inf,,,inf,inf,inf,inf,inf,inf,inf,inf,,,,,,inf,,,,,
90840802,807,806,80346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
90840802,807,806,80444,0,1,0,0,0,5,1,0,1,11,0,4,12,2,10,0,0,0,0,0,1,0,0,0,3,60.6,0.0,0.9900990099009901,0.0,0.0,0.0,4.9504950495049505,0.9900990099009901,0.0,0.9900990099009901,10.89108910891089,0.0,3.9603960396039604,11.881188118811881,1.9801980198019802,9.900990099009901,0.0,0.0,0.0,0.0,0.0,0.9900990099009901,0.0,0.0,0.0,2.9702970297029703,15.0,14.85148514851485
90840802,807,806,80472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
90840802,807,806,80473,2,1,0,0,0,17,9,0,1,19,0,6,0,0,0,0,0,0,0,1,9,1,0,0,4,60.0,2.0,1.0,0.0,0.0,0.0,17.0,9.0,0.0,1.0,19.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,1.0,0.0,0.0,4.0,15.0,15.0
90840802,807,806,80571,0,0,0,0,0,7,7,0,1,0,2,0,0,0,0,1,0,4,0,0,11,2,0,0,0,60.6,0.0,0.0,0.0,0.0,0.0,6.930693069306931,6.930693069306931,0.0,0.9900990099009901,0.0,1.9801980198019802,0.0,0.0,0.0,0.0,0.9900990099009901,0.0,3.9603960396039604,0.0,0.0,10.89108910891089,1.9801980198019802,0.0,0.0,0.0,15.0,14.85148514851485
90840802,807,806,80833,0,2,0,0,0,0,8,0,1,30,0,11,0,0,0,0,0,3,0,1,11,5,0,0,4,60.0,0.0,2.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,30.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,11.0,5.0,0.0,0.0,4.0,15.0,15.0
90840802,807,806,991905,1,2,0,0,0,4,14,0,4,2,2,0,0,0,0,1,0,1,0,2,15,0,0,0,4,60.0,1.0,2.0,0.0,0.0,0.0,4.0,14.0,0.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,15.0,0.0,0.0,0.0,4.0,15.0,15.0
