matchId,squadId,oppSquadId,playerId,badHands,badPasses,blocked,blocks,breaks,centrePassReceives,centrePassToGoalPerc,contactPenalties,deflectionPossessionGain,deflectionWithGain,deflectionWithNoGain,feedWithAttempt,feeds,gain,gainToGoalPerc,generalPlayTurnovers,goalAssists,goalAttempts,goalMisses,goals,interceptPassThrown,intercepts,minutesPlayed,missedGoalTurnover,obstructionPenalties,offsides,penalties,pickups,points,possessionChanges,quartersPlayed,rebounds,tossUpWin,unforcedTurnovers,reboundsPer60,centrePassToGoalPercPer60,penaltiesPer60,deflectionWithNoGainPer60,generalPlayTurnoversPer60,interceptPassThrownPer60,gainPer60,pointsPer60,goalMissesPer60,blockedPer60,deflectionWithGainPer60,goalAssistsPer60,tossUpWinPer60,centrePassReceivesPer60,obstructionPenaltiesPer60,feedsPer60,goalsPer60,offsidesPer60,badPassesPer60,breaksPer60,blocksPer60,badHandsPer60,missedGoalTurnoverPer60,deflectionPossessionGainPer60,possessionChangesPer60,goalAttemptsPer60,contactPenaltiesPer60,quartersPlayedPer60,minutesPlayedPer60,feedWithAttemptPer60,unforcedTurnoversPer60,pickupsPer60,gainToGoalPercPer60,interceptsPer60,plusMinus,plusMinusPer60
116950302,811,812,80299,0,0,0,0,0,1,0,5,0,0,0,1,1,0,0,0,1,0,0,0,0,0,15.0,0,0,0,5,1,0,0,1,0,0,0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,4.0,60.0,4.0,0.0,4.0,0.0,0.0,3,12.0
116950302,811,812,80343,0,0,0,0,0,0,0,3,1,1,0,0,0,2,0,0,0,0,0,0,0,0,9.9,0,0,0,3,1,0,0,1,1,0,0,6.0606060606060606,0.0,18.18181818181818,0.0,0.0,0.0,12.121212121212121,0.0,0.0,0.0,6.0606060606060606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0606060606060606,0.0,0.0,18.18181818181818,6.0606060606060606,60.0,0.0,0.0,6.0606060606060606,0.0,0.0,-3,-18.18181818181818
116950302,811,812,80475,0,0,0,0,0,5,0,0,0,0,0,8,9,0,0,1,8,12,2,10,0,0,30.0,2,0,0,0,0,10,3,2,0,0,1,0.0,0.0,0.0,0.0,2.0,0.0,0.0,20.0,4.0,0.0,0.0,16.0,0.0,10.0,0.0,18.0,20.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,6.0,24.0,0.0,4.0,60.0,16.0,2.0,0.0,0.0,0.0,4,8.0
116950302,811,812,80577,0,0,0,0,0,3,0,4,1,1,0,0,0,3,0,0,0,0,0,0,0,0,30.0,0,2,0,6,2,0,0,2,2,0,0,4.0,0.0,12.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,8.0,4.0,60.0,0.0,0.0,4.0,0.0,0.0,4,8.0
116950302,811,812,80701,0,0,0,0,0,0,0,4,0,0,4,16,26,1,0,3,13,0,0,0,1,1,60.0,0,0,3,4,3,0,3,4,0,0,2,0.0,0.0,4.0,4.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,26.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,4.0,60.0,16.0,2.0,3.0,0.0,1.0,0,0.0
116950302,811,812,991901,0,0,0,0,1,5,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,45.0,0,0,0,4,5,0,5,3,0,0,5,0.0,0.0,5.333333333333333,0.0,6.666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.666666666666666,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,6.666666666666666,0.0,5.333333333333333,4.0,60.0,0.0,6.666666666666666,6.666666666666666,0.0,0.0,-3,-4.0
116950302,811,812,993463,0,1,0,0,1,14,0,2,0,0,0,7,8,1,0,2,7,9,2,7,0,1,30.0,0,1,0,3,1,7,2,2,1,0,2,2.0,0.0,6.0,0.0,4.0,0.0,2.0,14.0,4.0,0.0,0.0,14.0,0.0,28.0,2.0,16.0,14.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,4.0,18.0,4.0,4.0,60.0,14.0,4.0,2.0,0.0,2.0,-4,-8.0
116950302,811,812,994224,3,0,0,0,0,16,0,5,0,0,1,13,19,1,0,5,10,0,0,0,0,1,60.0,0,0,1,5,0,0,5,4,0,0,5,0.0,0.0,5.0,1.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,10.0,0.0,16.0,0.0,19.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,5.0,0.0,5.0,4.0,60.0,13.0,5.0,0.0,0.0,1.0,0,0.0
116950302,811,812,998404,0,0,0,0,0,0,0,4,1,1,4,0,0,5,0,0,0,0,0,0,0,4,50.1,0,4,0,8,0,0,0,4,0,0,0,0.0,0.0,9.580838323353293,4.790419161676646,0.0,0.0,5.988023952095808,0.0,0.0,0.0,1.1976047904191616,0.0,0.0,0.0,4.790419161676646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1976047904191616,0.0,0.0,4.790419161676646,4.790419161676646,59.99999999999999,0.0,0.0,0.0,0.0,4.790419161676646,3,3.592814371257485
116950302,811,812,1001357,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,16,3,13,0,0,30.0,0,0,0,0,1,13,3,2,0,0,3,0.0,0.0,0.0,0.0,6.0,0.0,0.0,26.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,6.0,32.0,0.0,4.0,60.0,0.0,6.0,2.0,0.0,0.0,4,8.0
116950302,811,812,1001711,2,0,0,0,0,0,0,1,0,0,0,4,5,0,0,4,4,20,2,18,1,0,30.0,1,0,0,1,0,18,5,2,0,0,4,0.0,0.0,2.0,0.0,8.0,2.0,0.0,36.0,4.0,0.0,0.0,8.0,0.0,0.0,0.0,10.0,36.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,10.0,40.0,2.0,4.0,60.0,8.0,8.0,0.0,0.0,0.0,-4,-8.0
