matchId,squadId,oppSquadId,badHands,badPasses,blocked,blocks,breaks,centrePassReceives,centrePassToGoalPerc,contactPenalties,deflectionPossessionGain,deflectionWithGain,deflectionWithNoGain,feedWithAttempt,feeds,gain,gainToGoalPerc,generalPlayTurnovers,goalAssists,goalAttempts,goalMisses,goals,goalsFromCentrePass,goalsFromGain,goalsFromTurnovers,interceptPassThrown,intercepts,missedGoalTurnover,missedShotConversion,obstructionPenalties,offsides,penalties,pickups,points,possessionChanges,rebounds,timeInPossession,tossUpWin,turnoverToGoalPerc,unforcedTurnovers,offensiveRebounds,possessions,pacePer60,offensiveRating,defensiveRating,netRating
116950302,811,812,6,1,0,0,2,45,65,36,4,4,10,49,68,15,60,26,43,57,9,48,32,9,7,2,7,3,11,8,4,44,14,48,29,5,50,0,54,22,1.0,85.0,85.0,56.470588235294116,59.25925925925925,-2.7886710239651364
116950302,812,811,3,3,0,0,0,46,55,32,3,3,11,47,62,7,71,23,41,54,6,48,27,5,16,7,2,5,17,7,2,39,7,48,28,3,50,0,73,13,1.0,81.0,81.0,59.25925925925925,56.470588235294116,2.7886710239651364
