matchId,squadId,GS,GA,WA,C,WD,GD,GK,startingTime,finishTime,teamStartScore,teamEndScore,oppStartScore,oppEndScore,duration,plusMinus,plusMinusPer60
117060302,8117,1022298,1001357,1022293,80296,1015543,1001703,80440,0,607,0,9,0,14,607,-5,-29.654036243822077
117060302,8117,1022298,1019165,1022293,80296,1015543,1001703,80440,607,622,9,9,14,14,15,0,0.0
117060302,8117,1022298,1019165,80296,1022293,1015543,1001703,80440,622,677,9,11,14,15,55,1,65.45454545454545
117060302,8117,1022298,1019165,80296,1025021,1015543,1001703,80440,677,688,11,11,15,15,11,0,0.0
117060302,8117,1001357,1019165,80296,1025021,1015543,1001703,80440,688,1060,11,14,15,19,372,-1,-9.67741935483871
117060302,8117,1001357,1022298,80296,1025021,1015543,1001703,80440,1060,1200,14,18,19,23,140,0,0.0
117060302,8117,1022298,1001357,1022293,1025021,1000831,1001703,1001920,1200,1716,18,26,23,33,516,-2,-13.953488372093023
117060302,8117,1022298,1001357,1022293,1025021,1000831,1016036,1001920,1716,1806,26,26,33,36,90,-3,-120.0
117060302,8117,1001357,1022298,1022293,1025021,1000831,1016036,1001920,1806,1828,26,26,36,36,22,0,0.0
117060302,8117,1001357,1019165,1022293,1025021,1000831,1016036,1001920,1828,1846,26,26,36,36,18,0,0.0
117060302,8117,1001357,1019165,1022293,1000831,1025021,1016036,1001920,1846,1915,26,27,36,38,69,-1,-52.173913043478265
117060302,8117,1001357,1019165,1022293,1000831,1015543,1016036,1001920,1915,2400,27,38,38,44,485,5,37.113402061855666
117060302,804,1013077,1019167,994224,991901,1001701,80577,994213,0,1200,0,23,0,18,1200,5,15.0
117060302,804,1013077,1019167,994224,1022297,1001701,80577,994213,1200,1800,23,36,18,26,600,5,30.0
117060302,804,1013077,1019167,994224,1022297,991901,80577,994213,1800,2400,36,44,26,38,600,-4,-24.0
