matchId,squadId,playerId,badHands,badPasses,blocked,blocks,breaks,centrePassReceives,contactPenalties,defensiveRebounds,deflections,feeds,gain,goalAssists,goalAttempts,goalMisses,goals,intercepts,minutesPlayed,missedGoalTurnover,obstructionPenalties,offensiveRebounds,offsides,penalties,pickups,quartersPlayed,rebounds,tossUpWin,turnovers,badHandsPer60,badPassesPer60,blockedPer60,blocksPer60,breaksPer60,centrePassReceivesPer60,contactPenaltiesPer60,defensiveReboundsPer60,deflectionsPer60,feedsPer60,gainPer60,goalAssistsPer60,goalAttemptsPer60,goalMissesPer60,goalsPer60,interceptsPer60,minutesPlayedPer60,missedGoalTurnoverPer60,obstructionPenaltiesPer60,offensiveReboundsPer60,offsidesPer60,penaltiesPer60,pickupsPer60,quartersPlayedPer60,reboundsPer60,tossUpWinPer60,turnoversPer60,plusMinus,plusMinusPer60
95630503,806,80048,0,0,0,0,0,0,15,0,5,0,5,0,0,0,0,5,60.0,0,9,0,0,24,3,4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,60.0,0.0,9.0,0.0,0.0,24.0,3.0,4.0,0.0,0.0,0.0,-4.0,-4.0
95630503,806,80049,0,0,0,0,0,2,20,1,2,0,2,0,0,0,0,1,60.0,0,0,0,0,20,0,4,1,0,1,0.0,0.0,0.0,0.0,0.0,2.0,20.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,0.0,0.0,20.0,0.0,4.0,1.0,0.0,1.0,-4.0,-4.0
95630503,806,80052,2,0,0,0,0,0,3,0,0,6,0,2,31,3,28,0,60.0,0,1,1,0,4,0,4,1,0,6,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,6.0,0.0,2.0,31.0,3.0,28.0,0.0,60.0,0.0,1.0,1.0,0.0,4.0,0.0,4.0,1.0,0.0,6.0,-4.0,-4.0
95630503,806,80072,0,0,0,0,0,20,2,0,0,14,0,6,24,5,19,0,60.0,0,1,2,0,3,0,4,2,0,2,0.0,0.0,0.0,0.0,0.0,20.0,2.0,0.0,0.0,14.0,0.0,6.0,24.0,5.0,19.0,0.0,60.0,0.0,1.0,2.0,0.0,3.0,0.0,4.0,2.0,0.0,2.0,-4.0,-4.0
95630503,806,80146,0,3,0,0,0,0,7,0,2,23,0,9,0,0,0,0,49.65,0,1,0,0,8,0,4,0,0,4,0.0,3.6253776435045317,0.0,0.0,0.0,0.0,8.459214501510573,0.0,2.416918429003021,27.79456193353474,0.0,10.876132930513595,0.0,0.0,0.0,0.0,59.99999999999999,0.0,1.2084592145015105,0.0,0.0,9.667673716012084,0.0,4.833836858006042,0.0,0.0,4.833836858006042,-2.0,-2.416918429003021
95630503,806,80474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95630503,806,80475,0,1,0,0,0,2,1,0,1,8,0,3,0,0,0,0,11.083333333333334,0,0,0,0,1,0,1,0,0,1,0.0,5.413533834586466,0.0,0.0,0.0,10.827067669172932,5.413533834586466,0.0,5.413533834586466,43.30827067669173,0.0,16.240601503759397,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,5.413533834586466,0.0,5.413533834586466,0.0,0.0,5.413533834586466,-2.0,-10.827067669172932
95630503,806,80574,2,0,0,0,0,16,3,0,0,28,1,7,0,0,0,1,60.733333333333334,0,0,0,0,3,0,4,0,0,2,1.9758507135016465,0.0,0.0,0.0,0.0,15.806805708013172,2.96377607025247,0.0,0.0,27.66190998902305,0.9879253567508233,6.915477497255763,0.0,0.0,0.0,0.9879253567508233,60.0,0.0,0.0,0.0,0.0,2.96377607025247,0.0,3.951701427003293,0.0,0.0,1.9758507135016465,-4.0,-3.951701427003293
95630503,806,991900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95630503,806,991904,0,0,0,0,0,5,4,0,1,0,0,0,0,0,0,0,60.0,0,2,0,1,6,4,4,0,0,1,0.0,0.0,0.0,0.0,0.0,5.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,2.0,0.0,1.0,6.0,4.0,4.0,0.0,0.0,1.0,-4.0,-4.0
95630503,806,996140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95630503,806,1001356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95630503,807,80068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95630503,807,80076,0,0,0,0,0,3,7,0,2,0,0,0,0,0,0,0,60.0,0,2,0,0,9,2,4,0,0,1,0.0,0.0,0.0,0.0,0.0,3.0,7.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,2.0,0.0,0.0,9.0,2.0,4.0,0.0,0.0,1.0,4.0,4.0
95630503,807,80078,1,0,0,0,0,0,6,0,2,2,0,2,53,9,44,0,60.0,0,2,6,0,8,0,4,6,0,6,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,2.0,2.0,0.0,2.0,53.0,9.0,44.0,0.0,60.0,0.0,2.0,6.0,0.0,8.0,0.0,4.0,6.0,0.0,6.0,4.0,4.0
95630503,807,80080,0,0,0,0,0,0,10,2,5,0,3,0,0,0,0,1,60.0,0,4,0,0,14,3,4,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,4.0,0.0,0.0,14.0,3.0,4.0,2.0,0.0,0.0,4.0,4.0
95630503,807,80157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95630503,807,80833,1,0,0,0,0,0,11,0,2,28,0,7,0,0,0,0,60.0,0,4,0,1,15,2,4,0,0,2,1.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,2.0,28.0,0.0,7.0,0.0,0.0,0.0,0.0,60.0,0.0,4.0,0.0,1.0,15.0,2.0,4.0,0.0,0.0,2.0,4.0,4.0
95630503,807,991903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95630503,807,991905,1,2,0,0,0,9,9,0,4,2,4,0,0,0,0,4,60.0,0,3,0,1,12,2,4,0,0,3,1.0,2.0,0.0,0.0,0.0,9.0,9.0,0.0,4.0,2.0,4.0,0.0,0.0,0.0,0.0,4.0,60.0,0.0,3.0,0.0,1.0,12.0,2.0,4.0,0.0,0.0,3.0,4.0,4.0
95630503,807,992954,2,1,0,0,0,16,5,0,0,9,0,2,0,0,0,0,60.0,0,0,0,1,5,4,4,0,0,3,2.0,1.0,0.0,0.0,0.0,16.0,5.0,0.0,0.0,9.0,0.0,2.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,1.0,5.0,4.0,4.0,0.0,0.0,3.0,4.0,4.0
95630503,807,993463,0,0,0,0,0,14,4,0,3,38,3,14,12,5,7,3,60.0,0,0,1,0,4,0,4,1,0,2,0.0,0.0,0.0,0.0,0.0,14.0,4.0,0.0,3.0,38.0,3.0,14.0,12.0,5.0,7.0,3.0,60.0,0.0,0.0,1.0,0.0,4.0,0.0,4.0,1.0,0.0,2.0,4.0,4.0
95630503,807,1000831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95630503,807,1001357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
