matchId,squadId,badHands,badPasses,blocked,blocks,breaks,centrePassReceives,contactPenalties,defensiveRebounds,deflections,feeds,gain,goalAssists,goalAttempts,goalMisses,goals,intercepts,missedGoalTurnover,obstructionPenalties,offensiveRebounds,offsides,penalties,pickups,rebounds,tossUpWin,turnovers,possessions,pacePer60,offensiveRating,defensiveRating,netRating
90841305,805,1,7,1,0,0,56,43,3,12,95,16,36,78,15,63,11,0,10,4,1,54,7,7,0,15,89,88.45941468801767,70.78651685393258,73.91304347826086,-3.126526624328278
90841305,810,5,4,0,1,3,53,50,3,9,73,9,33,55,4,51,3,0,19,1,0,70,11,4,0,15,69,68.58089453340696,73.91304347826086,70.78651685393258,3.126526624328278
