attempt1,attempt2,goal1,goal2,goalMisses,goalAssists,feeds,feedWithAttempt,centrePassReceives,gain,intercepts,deflections,deflectionWithGain,deflectionWithNoGain,rebounds,pickups,contactPenalties,obstructionPenalties,generalPlayTurnovers,interceptPassThrown,badHands,badPasses,offsides,minutesPlayed,roundNo,squadId,oppSquadId,fantasyScore,matchId,playerId,netPoints
0.0,0.0,0.0,0.0,0.0,6.0,17.0,12.0,10.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,6.0,0.0,2.0,1.0,0.0,0.0,0.0,34.083333333333336,1.0,807.0,801.0,41.0,120450104.0,1015274.0,25.5
0.0,0.0,0.0,0.0,0.0,12.0,19.0,15.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,30.0,2.0,807.0,8117.0,78.0,120450201.0,1015274.0,65.0
0.0,0.0,0.0,0.0,0.0,7.377310267218524,14.508698155550958,11.044937153978223,5.574549806900741,0.17705476212995366,0.14727104306094999,0.2953644802621514,0.000818375832192567,0.2522153862076535,0.0,0.26775358452243664,3.128227676190784,0.08548988557675855,1.4831084727468968,0.7194891524574862,0.0,0.0684001954291298,0.0,31.66949813049844,3.0,807.0,806.0,49.232945572818984,,,
0.0,0.0,0.0,0.0,0.0,7.243900518751149,15.587612697418598,11.20827585030139,5.4650630436665555,0.06088910423354127,0.06383832488235511,0.13221697551684455,0.0008515535097813579,0.09458895534844901,0.0,0.09513704799484568,3.0611922907122335,0.04719687515194736,1.105573032922494,0.2743134388704008,0.0,0.025118808141322394,0.0,30.276151181963407,4.0,807.0,8119.0,49.38312262710152,,,
0.0,0.0,0.0,0.0,0.0,7.085684641229716,16.224086871850986,11.432180507360743,5.828872357903796,0.03711211601434586,0.03287033319951827,0.05466975509928711,0.0,0.04010392265428681,0.0,0.08096963638635511,3.050708044264968,0.019454192642748027,0.9456112298655177,0.23053222816010469,0.0,0.00796326852715403,0.0,29.773062650822446,5.0,807.0,810.0,44.79012153577151,,,
0.0,0.0,0.0,0.0,0.0,7.634626454608049,15.691216858199182,11.422176043596547,4.909655400649931,0.05067369018440542,0.022920604567351892,0.025937109774094677,0.0,0.012681719389005584,0.0,0.08222082747539668,2.7168962527598723,0.013988592635767263,0.8174339406837262,0.17313319716393757,0.0,0.008605908595629201,0.0,29.187701221563547,6.0,807.0,8118.0,47.71719224928637,,,
0.0,0.0,0.0,0.0,0.0,6.588685474189676,13.871676270837622,10.026902363823227,4.714052426196132,0.00957701516360734,0.0027622377622377623,0.020101531884574277,0.0,0.009685374149659864,0.0,0.024375250567954025,3.132701633130817,0.014029468289557976,0.7065473529599592,0.09307173513182097,0.0,0.003704195432819968,0.0,28.834283635565434,7.0,807.0,804.0,43.69901460445539,,,
0.0,0.0,0.0,0.0,0.0,6.764879017683146,15.122469340747031,10.573626837825296,4.8689206590286265,0.007976799727055612,0.004129562059943544,0.016800197649384112,0.0,0.006835794706828483,0.0,0.018361022172930036,2.684528216055224,0.012704357373026609,0.651618306352037,0.07405315135746639,0.0,0.003637088141764398,0.0,28.472068685532395,8.0,807.0,8119.0,44.72330572035366,,,
0.0,0.0,0.0,0.0,0.0,5.260901841445634,13.352537341735909,8.853641307849626,3.775977805537172,0.013180593880568208,0.002311077930469867,0.008028213187475293,0.0,0.0017611438840489117,0.0,0.02309624685988527,2.4592651949621405,0.006839711175392497,0.6629016916831194,0.12038875294334919,0.0,0.000660434361054848,0.0,28.144109047551748,9.0,807.0,801.0,37.4029156516419,,,
0.0,0.0,0.0,0.0,0.0,6.164801712768894,15.005104066402332,10.208447370104711,4.898563347351684,0.0030865752872404756,0.0004490284264544774,0.005405317015029507,0.0,0.0024729761970305932,0.0,0.012720077531901146,2.569489295678548,0.005308124744267137,0.5267305432866995,0.062014632971474214,0.0,0.0005004018671365422,0.0,27.951403821343,10.0,807.0,810.0,42.84415649776704,,,
0.0,0.0,0.0,0.0,0.0,6.643939955668794,14.654457819996331,10.318336241135095,4.520239214646013,0.0017044916163692896,0.0008340070635292115,0.0031262314462104294,0.0,0.00047032095107958974,0.0,0.013302250367960339,2.446612435308528,0.0051384750199001215,0.5107927846812788,0.05013322575883142,0.0,0.0006383265535916772,0.0,27.949514523520953,11.0,807.0,8118.0,44.8865631900768,,,
0.0,0.0,0.0,0.0,0.0,5.964920852061756,13.232640336144598,9.315389864044052,4.2595390146720815,0.0023724658393162778,0.001173043336845157,0.0043067256025759665,0.0,0.0011290866194809573,0.0,0.008051144441049865,2.7900230668449306,0.002316966451595352,0.4649411293563124,0.03920666675345828,0.0,0.0,0.0,27.87263537021764,12.0,807.0,804.0,42.43668441052496,,,
0.0,0.0,0.0,0.0,0.0,5.659941695727986,12.241895474763739,8.855237132421022,3.925878448936968,0.0024318257399401394,0.0,0.00185046808030679,0.0,0.0,0.0,0.010064909520062943,2.27515826555616,0.0012376631415744897,0.46622390891840604,0.046172163229590384,0.0,0.000542803970223325,0.0,27.578132289619578,13.0,807.0,806.0,40.161437816473885,,,
0.0,0.0,0.0,0.0,0.0,6.386934798168985,14.632929034005537,10.316820091944638,4.018080897036435,0.0019222944686116776,0.0006088318531310237,0.0018083321054535087,0.0,0.0,0.0,0.0038323426597206165,2.5380334070706843,0.0005192186945432711,0.35818833005888673,0.028682892703280543,0.0,0.0,0.0,27.478599006638557,14.0,807.0,8117.0,44.66292691833052,,,
