matchId,squadId,playerId,badHands,badPasses,blocked,blocks,breaks,centrePassReceives,contactPenalties,defensiveRebounds,deflections,disposals,feeds,gain,goalAssists,goalAttempts,goalMisses,goals,intercepts,minutesPlayed,missedGoalTurnover,obstructionPenalties,offensiveRebounds,offsides,passes,penalties,pickups,possessions,quartersPlayed,rebounds,tossUpWin,turnovers,reboundsPer60,penaltiesPer60,gainPer60,possessionsPer60,offensiveReboundsPer60,goalMissesPer60,blockedPer60,passesPer60,goalAssistsPer60,disposalsPer60,tossUpWinPer60,centrePassReceivesPer60,obstructionPenaltiesPer60,feedsPer60,goalsPer60,offsidesPer60,badPassesPer60,defensiveReboundsPer60,breaksPer60,blocksPer60,badHandsPer60,missedGoalTurnoverPer60,goalAttemptsPer60,deflectionsPer60,contactPenaltiesPer60,quartersPlayedPer60,minutesPlayedPer60,turnoversPer60,pickupsPer60,interceptsPer60,plusMinus,plusMinusPer60
98181404,801,80001,1,0,0,0,0,8,2,0,0,9,8,0,2,0,0,0,0,19.4,0,1,0,1,8,3,0,9,2,0,0,2,0.0,9.278350515463918,0.0,27.835051546391753,0.0,0.0,0.0,24.742268041237114,6.185567010309279,27.835051546391753,0.0,24.742268041237114,3.0927835051546393,24.742268041237114,0.0,3.0927835051546393,0.0,0.0,0.0,0.0,3.0927835051546393,0.0,0.0,0.0,6.185567010309279,6.185567010309279,60.0,6.185567010309279,0.0,0.0,-3.0,-9.278350515463918
98181404,801,80067,0,0,0,0,0,17,4,0,0,40,17,0,8,22,4,18,0,60.0,0,2,0,0,17,6,1,41,4,0,0,2,0.0,6.0,0.0,41.0,0.0,4.0,0.0,17.0,8.0,40.0,0.0,17.0,2.0,17.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,4.0,4.0,60.0,2.0,1.0,0.0,-1.0,-1.0
98181404,801,80146,0,0,0,0,0,4,9,0,3,1,0,1,0,0,0,0,1,60.0,0,2,0,0,0,11,0,6,4,0,0,0,0.0,11.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,4.0,60.0,0.0,0.0,1.0,-1.0,-1.0
98181404,801,80346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98181404,801,80439,0,1,0,0,0,0,9,0,2,89,35,0,18,0,0,0,0,60.0,0,1,0,1,87,10,4,58,4,0,0,1,0.0,10.0,0.0,58.0,0.0,0.0,0.0,87.0,18.0,89.0,0.0,0.0,1.0,35.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,4.0,60.0,1.0,4.0,0.0,-1.0,-1.0
98181404,801,80440,0,0,0,1,4,5,13,2,3,1,0,5,0,0,0,0,3,60.0,0,10,0,0,0,23,2,14,4,2,0,0,2.0,23.0,5.0,14.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,10.0,0.0,0.0,0.0,0.0,2.0,4.0,1.0,0.0,0.0,0.0,3.0,13.0,4.0,60.0,0.0,2.0,3.0,-1.0,-1.0
98181404,801,80572,0,1,0,0,0,18,2,0,0,27,26,0,9,0,0,0,0,41.38333333333333,0,1,0,0,26,3,2,21,4,0,0,2,0.0,4.349577124446235,0.0,30.447039871123643,0.0,0.0,0.0,37.696335078534034,13.048731373338704,39.14619412001611,0.0,26.097462746677408,1.4498590414820782,37.696335078534034,0.0,0.0,1.4498590414820782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8997180829641565,5.799436165928313,60.0,2.8997180829641565,2.8997180829641565,0.0,2.0,2.8997180829641565
98181404,801,991899,0,0,0,0,0,0,15,1,1,3,0,1,0,0,0,0,0,45.733333333333334,0,2,0,0,0,17,0,4,3,1,0,0,1.3119533527696792,22.303206997084544,1.3119533527696792,5.247813411078717,0.0,0.0,0.0,0.0,0.0,3.9358600583090375,0.0,0.0,2.6239067055393583,0.0,0.0,0.0,0.0,1.3119533527696792,0.0,0.0,0.0,0.0,0.0,1.3119533527696792,19.67930029154519,3.9358600583090375,59.99999999999999,0.0,0.0,0.0,-2.0,-2.6239067055393583
98181404,801,998404,0,0,0,0,0,0,5,0,2,1,0,0,0,0,0,0,0,15.05,0,0,0,0,0,5,0,1,2,0,0,0,0.0,19.93355481727575,0.0,3.9867109634551494,0.0,0.0,0.0,0.0,0.0,3.9867109634551494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.973421926910299,19.93355481727575,7.973421926910299,60.0,0.0,0.0,0.0,1.0,3.9867109634551494
98181404,801,999806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
