matchId,squadId,badHands,badPasses,blocked,blocks,breaks,centrePassReceives,contactPenalties,defensiveRebounds,deflections,feeds,gain,goalAssists,goalAttempts,goalMisses,goals,intercepts,missedGoalTurnover,obstructionPenalties,offensiveRebounds,offsides,penalties,pickups,rebounds,tossUpWin,turnovers,possessions,pacePer60,offensiveRating,defensiveRating,netRating
80121102,801,4,13,0,0,0,42,37,3,26,78,18,34,71,13,58,3,0,5,6,1,42,23,9,0,27,92,91.51699364465321,63.04347826086957,46.57534246575342,16.468135795116147
80121102,802,2,13,0,0,0,45,53,2,14,70,11,27,48,14,34,5,0,8,2,2,61,18,4,0,27,73,72.61674495717048,46.57534246575342,63.04347826086957,-16.468135795116147
