matchId,squadId,oppSquadId,period,badHands,badPasses,blocked,blocks,breaks,centrePassReceives,centrePassToGoalPerc,contactPenalties,deflectionPossessionGain,deflectionWithGain,deflectionWithNoGain,feedWithAttempt,feeds,gain,gainToGoalPerc,generalPlayTurnovers,goalAssists,goalAttempts,goalMisses,goals,goalsFromCentrePass,goalsFromGain,goalsFromTurnovers,interceptPassThrown,intercepts,missedGoalTurnover,missedShotConversion,obstructionPenalties,offsides,penalties,pickups,points,possessionChanges,rebounds,secondPhaseReceive,timeInPossession,tossUpWin,turnoverHeld,turnoverToGoalPerc,unforcedTurnovers,offensiveRebounds,possessions,pacePer60,offensiveRating,defensiveRating,netRating
119160201,7872,7873,1,1,0,0,0,1,15,75,7,1,1,3,20,24,7,71,6,19,21,1,20,12,5,3,4,5,0,100,2,1,9,2,20,6,2,13,56,0,0,100,2,1.0,26.0,104.0,76.92307692307693,50.0,26.923076923076934
119160201,7872,7873,2,0,0,0,0,0,11,53,11,0,0,2,10,15,4,125,6,9,13,0,13,8,5,0,1,3,0,0,4,1,15,1,13,6,1,9,44,0,0,0,2,0.0,19.0,76.0,68.42105263157895,57.14285714285714,11.278195488721806
119160201,7872,7873,3,1,1,0,0,0,8,45,10,1,1,2,13,16,4,125,5,11,14,2,12,5,5,2,1,1,2,0,4,2,14,5,12,7,2,7,49,0,0,67,3,0.0,21.0,84.0,57.14285714285714,35.714285714285715,21.428571428571423
119160201,7872,7873,4,0,0,0,0,0,12,92,8,0,0,4,20,23,3,33,6,17,21,3,18,12,1,5,4,3,0,33,1,1,9,0,18,6,2,10,60,0,0,50,1,1.0,28.0,112.0,64.28571428571429,36.36363636363637,27.922077922077925
119160201,7873,7872,1,3,0,0,0,0,13,53,10,0,0,1,12,16,4,50,9,11,12,1,11,8,2,1,5,4,1,0,3,0,13,2,11,10,0,11,44,0,0,50,3,0.0,22.0,88.0,50.0,76.92307692307693,-26.923076923076934
119160201,7873,7872,2,0,0,0,0,0,15,73,7,3,3,4,15,19,6,33,4,13,20,4,16,11,2,3,4,3,0,0,1,0,8,4,16,4,1,15,56,0,0,150,0,0.0,28.0,112.0,57.14285714285714,68.42105263157895,-11.278195488721806
119160201,7873,7872,3,0,0,0,0,0,11,45,12,3,3,6,15,20,5,60,4,10,17,7,10,5,3,2,1,1,4,0,1,0,13,3,10,8,3,11,51,0,1,67,3,0.0,28.0,112.0,35.714285714285715,57.14285714285714,-21.428571428571423
119160201,7873,7872,4,0,3,0,0,1,12,36,15,1,1,2,8,10,5,40,12,7,9,1,8,5,2,1,3,4,1,0,0,1,15,1,8,13,0,10,40,0,1,100,10,0.0,22.0,88.0,36.36363636363637,64.28571428571429,-27.922077922077925
