matchId,squadId,oppSquadId,badHands,badPasses,blocked,blocks,breaks,centrePassReceives,centrePassToGoalPerc,contactPenalties,deflectionPossessionGain,deflectionWithGain,deflectionWithNoGain,feedWithAttempt,feeds,gain,gainToGoalPerc,generalPlayTurnovers,goalAssists,goalAttempts,goalMisses,goals,goalsFromCentrePass,goalsFromGain,goalsFromTurnovers,interceptPassThrown,intercepts,missedGoalTurnover,missedShotConversion,obstructionPenalties,offsides,penalties,pickups,points,possessionChanges,rebounds,secondPhaseReceive,timeInPossession,tossUpWin,turnoverHeld,turnoverToGoalPerc,unforcedTurnovers,offensiveRebounds,possessions,pacePer60,offensiveRating,defensiveRating,netRating
119150403,7869,7871,2,1,0,0,1,48,62,28,3,3,22,57,69,20,90,25,47,74,10,64,36,18,10,6,11,3,30,16,4,44,11,64,28,9,41,51,0,0,71,13,3.0,103.0,103.0,62.13592233009708,53.2608695652174,8.875052764879683
119150403,7871,7869,3,2,0,0,4,52,65,36,8,8,20,51,66,15,40,27,45,58,9,49,37,6,6,11,6,7,11,17,1,53,16,49,34,2,45,49,0,2,46,14,1.0,92.0,92.0,53.2608695652174,62.13592233009708,-8.875052764879683
