matchId,squadId,playerId,teamLabel,period,eventLabel,xCoord,yCoord,xCoordMetres,yCoordMetres,scoreA,scoreB,squadScore,oppSquadScore,nextScoreSquadId
103930601,807,1000831,A,1,centrePass,50,100,7.625,15.25,0,0,0,0,8119.0
103930601,807,992954,A,1,centrePassReceive,28,129,4.2700000000000005,19.6725,0,0,0,0,8119.0
103930601,807,991905,A,1,secondPhaseReceive,13,127,1.9825000000000002,19.3675,0,0,0,0,8119.0
103930601,807,1000831,A,1,possession,11,138,1.6775,21.044999999999998,0,0,0,0,8119.0
103930601,8119,80470,B,1,gain_intercept,49,71,7.4725,10.827499999999999,0,0,0,0,8119.0
103930601,8119,80041,B,1,possession,73,127,11.1325,19.3675,0,0,0,0,8119.0
103930601,8119,80041,B,1,feed,73,127,11.1325,19.3675,0,0,0,0,8119.0
103930601,8119,80052,B,1,possession,80,192,12.200000000000001,29.279999999999998,0,0,0,0,8119.0
103930601,8119,80041,B,1,possession,70,170,10.674999999999999,25.925,0,0,0,0,8119.0
103930601,8119,80041,B,1,feed,70,170,10.674999999999999,25.925,0,0,0,0,8119.0
103930601,8119,80052,B,1,goalMake,70,192,10.674999999999999,29.279999999999998,0,1,1,0,8119.0
103930601,8119,80152,B,1,centrePass,50,100,7.625,15.25,0,1,1,0,8119.0
103930601,8119,80067,B,1,centrePassReceive,23,128,3.5075000000000003,19.52,0,1,1,0,8119.0
103930601,8119,80041,B,1,secondPhaseReceive,46,128,7.015000000000001,19.52,0,1,1,0,8119.0
103930601,807,1000831,A,1,deflection,75,57,11.4375,8.692499999999999,0,1,0,1,8119.0
103930601,8119,80299,B,1,throwIn,-7,119,-1.0675000000000001,18.1475,0,1,1,0,8119.0
103930601,8119,80041,B,1,possession,89,115,13.5725,17.537499999999998,0,1,1,0,8119.0
103930601,8119,80299,B,1,possession,74,130,11.285,19.825,0,1,1,0,8119.0
103930601,8119,80041,B,1,possession,72,149,10.98,22.7225,0,1,1,0,8119.0
103930601,8119,80041,B,1,feed,72,149,10.98,22.7225,0,1,1,0,8119.0
103930601,8119,80052,B,1,possession,67,179,10.217500000000001,27.2975,0,1,1,0,8119.0
103930601,8119,80041,B,1,possession,65,167,9.9125,25.467499999999998,0,1,1,0,8119.0
103930601,8119,80041,B,1,feed,65,167,9.9125,25.467499999999998,0,1,1,0,8119.0
103930601,8119,80067,B,1,goalMake,44,195,6.71,29.7375,0,2,2,0,8119.0
103930601,807,1000831,A,1,centrePass,50,100,7.625,15.25,0,2,0,2,807.0
103930601,807,993463,A,1,centrePassReceive,74,121,11.285,18.4525,0,2,0,2,807.0
103930601,807,992954,A,1,secondPhaseReceive,72,149,10.98,22.7225,0,2,0,2,807.0
103930601,807,992954,A,1,feed,72,149,10.98,22.7225,0,2,0,2,807.0
103930601,807,80078,A,1,possession,49,177,7.4725,26.9925,0,2,0,2,807.0
103930601,8119,1007301,B,1,penalty_contact,51,23,7.7775,3.5075000000000003,0,2,2,0,807.0
103930601,807,993463,A,1,possession,49,177,7.4725,26.9925,0,2,0,2,807.0
103930601,807,80078,A,1,goalMake,42,193,6.404999999999999,29.432499999999997,1,2,1,2,807.0
103930601,8119,80152,B,1,centrePass,50,100,7.625,15.25,1,2,2,1,8119.0
103930601,8119,80041,B,1,centrePassReceive,85,128,12.9625,19.52,1,2,2,1,8119.0
103930601,8119,80299,B,1,secondPhaseReceive,85,87,12.9625,13.2675,1,2,2,1,8119.0
103930601,807,1000831,A,1,penalty_contact,41,53,6.2524999999999995,8.0825,1,2,1,2,8119.0
103930601,8119,80041,B,1,possession,59,147,8.997499999999999,22.4175,1,2,2,1,8119.0
103930601,8119,80152,B,1,possession,88,189,13.42,28.822499999999998,1,2,2,1,8119.0
103930601,8119,80041,B,1,possession,63,168,9.6075,25.619999999999997,1,2,2,1,8119.0
103930601,807,80080,A,1,penalty_contact,53,16,8.0825,2.44,1,2,1,2,8119.0
103930601,8119,80052,B,1,goalMake,47,184,7.1674999999999995,28.060000000000002,1,3,3,1,8119.0
103930601,807,1000831,A,1,centrePass,50,100,7.625,15.25,1,3,1,3,807.0
103930601,807,992954,A,1,centrePassReceive,37,115,5.6425,17.537499999999998,1,3,1,3,807.0
103930601,807,991905,A,1,secondPhaseReceive,74,97,11.285,14.7925,1,3,1,3,807.0
103930601,807,1000831,A,1,possession,52,124,7.930000000000001,18.91,1,3,1,3,807.0
103930601,807,80078,A,1,possession,51,159,7.7775,24.247500000000002,1,3,1,3,807.0
103930601,807,80078,A,1,feed,51,159,7.7775,24.247500000000002,1,3,1,3,807.0
103930601,807,993463,A,1,goalMake,49,193,7.4725,29.432499999999997,2,3,2,3,807.0
103930601,8119,80152,B,1,centrePass,50,100,7.625,15.25,2,3,3,2,8119.0
103930601,8119,80067,B,1,centrePassReceive,93,126,14.182500000000001,19.215,2,3,3,2,8119.0
103930601,8119,80152,B,1,secondPhaseReceive,89,184,13.5725,28.060000000000002,2,3,3,2,8119.0
103930601,8119,80152,B,1,feed,89,184,13.5725,28.060000000000002,2,3,3,2,8119.0
103930601,8119,80052,B,1,possession,67,194,10.217500000000001,29.585,2,3,3,2,8119.0
103930601,8119,80052,B,1,goalMake,67,194,10.217500000000001,29.585,2,4,4,2,8119.0
103930601,807,1000831,A,1,centrePass,50,100,7.625,15.25,2,4,2,4,8119.0
103930601,807,1000831,A,1,loss_badPass,50,100,7.625,15.25,2,4,2,4,8119.0
103930601,8119,80299,B,1,throwIn,-5,104,-0.7625000000000001,15.860000000000001,2,4,4,2,8119.0
103930601,8119,80041,B,1,possession,74,94,11.285,14.334999999999999,2,4,4,2,8119.0
103930601,8119,80067,B,1,possession,95,142,14.487499999999999,21.654999999999998,2,4,4,2,8119.0
103930601,8119,80152,B,1,possession,86,191,13.115,29.127499999999998,2,4,4,2,8119.0
103930601,8119,80152,B,1,feed,86,191,13.115,29.127499999999998,2,4,4,2,8119.0
103930601,8119,80052,B,1,possession,62,194,9.455,29.585,2,4,4,2,8119.0
103930601,807,80080,A,1,penalty_contact,38,6,5.795,0.9149999999999999,2,4,2,4,8119.0
103930601,8119,80052,B,1,goalMake,62,194,9.455,29.585,2,5,5,2,8119.0
103930601,8119,80152,B,1,centrePass,50,100,7.625,15.25,2,5,5,2,8119.0
103930601,8119,80067,B,1,centrePassReceive,60,127,9.15,19.3675,2,5,5,2,8119.0
103930601,8119,80152,B,1,secondPhaseReceive,17,190,2.5925000000000002,28.974999999999998,2,5,5,2,8119.0
103930601,8119,80152,B,1,feed,17,190,2.5925000000000002,28.974999999999998,2,5,5,2,8119.0
103930601,8119,80067,B,1,goalMake,67,193,10.217500000000001,29.432499999999997,2,6,6,2,8119.0
103930601,807,1000831,A,1,centrePass,50,100,7.625,15.25,2,6,2,6,807.0
103930601,807,992954,A,1,centrePassReceive,38,115,5.795,17.537499999999998,2,6,2,6,807.0
103930601,807,991905,A,1,secondPhaseReceive,9,126,1.3725,19.215,2,6,2,6,807.0
103930601,807,1000831,A,1,possession,17,175,2.5925000000000002,26.6875,2,6,2,6,807.0
103930601,807,1000831,A,1,feed,17,175,2.5925000000000002,26.6875,2,6,2,6,807.0
103930601,807,80078,A,1,possession,38,193,5.795,29.432499999999997,2,6,2,6,807.0
103930601,8119,1007301,B,1,penalty_contact,62,7,9.455,1.0675000000000001,2,6,6,2,807.0
103930601,807,993463,A,1,possession,38,193,5.795,29.432499999999997,2,6,2,6,807.0
103930601,807,992954,A,1,possession,77,176,11.7425,26.84,2,6,2,6,807.0
103930601,807,992954,A,1,feed,77,176,11.7425,26.84,2,6,2,6,807.0
103930601,807,993463,A,1,possession,59,185,8.997499999999999,28.212500000000002,2,6,2,6,807.0
103930601,8119,1007301,B,1,penalty_contact,41,15,6.2524999999999995,2.2875,2,6,6,2,807.0
103930601,807,993463,A,1,goalMake,59,185,8.997499999999999,28.212500000000002,3,6,3,6,807.0
103930601,8119,80152,B,1,centrePass,50,100,7.625,15.25,3,6,6,3,8119.0
103930601,8119,80041,B,1,centrePassReceive,74,125,11.285,19.0625,3,6,6,3,8119.0
103930601,8119,80152,B,1,secondPhaseReceive,87,171,13.2675,26.0775,3,6,6,3,8119.0
103930601,8119,80152,B,1,feed,87,171,13.2675,26.0775,3,6,6,3,8119.0
103930601,8119,80067,B,1,possession,79,196,12.047500000000001,29.89,3,6,6,3,8119.0
103930601,8119,80152,B,1,possession,44,164,6.71,25.009999999999998,3,6,6,3,8119.0
103930601,8119,80152,B,1,feed,44,164,6.71,25.009999999999998,3,6,6,3,8119.0
103930601,8119,80067,B,1,goalMake,52,180,7.930000000000001,27.45,3,7,7,3,8119.0
103930601,807,1000831,A,1,centrePass,50,100,7.625,15.25,3,7,3,7,807.0
103930601,807,993463,A,1,centrePassReceive,11,123,1.6775,18.7575,3,7,3,7,807.0
103930601,807,991905,A,1,secondPhaseReceive,34,129,5.1850000000000005,19.6725,3,7,3,7,807.0
103930601,807,993463,A,1,possession,11,145,1.6775,22.1125,3,7,3,7,807.0
103930601,807,992954,A,1,possession,15,180,2.2875,27.45,3,7,3,7,807.0
103930601,807,992954,A,1,feed,15,180,2.2875,27.45,3,7,3,7,807.0
103930601,807,80078,A,1,goalMake,46,191,7.015000000000001,29.127499999999998,4,7,4,7,807.0
103930601,8119,80152,B,1,centrePass,50,100,7.625,15.25,4,7,7,4,8119.0
103930601,8119,80041,B,1,centrePassReceive,23,129,3.5075000000000003,19.6725,4,7,7,4,8119.0
103930601,8119,80052,B,1,secondPhaseReceive,51,164,7.7775,25.009999999999998,4,7,7,4,8119.0
103930601,807,80080,A,1,penalty_contact,48,29,7.319999999999999,4.422499999999999,4,7,4,7,8119.0
103930601,8119,80067,B,1,possession,52,171,7.930000000000001,26.0775,4,7,7,4,8119.0
103930601,8119,80052,B,1,possession,61,194,9.3025,29.585,4,7,7,4,8119.0
103930601,807,80080,A,1,penalty_obstruction,39,6,5.9475,0.9149999999999999,4,7,4,7,8119.0
103930601,8119,80052,B,1,goalMake,61,194,9.3025,29.585,4,8,8,4,8119.0
103930601,807,1000831,A,1,centrePass,50,100,7.625,15.25,4,8,4,8,8119.0
103930601,807,993463,A,1,centrePassReceive,51,122,7.7775,18.605,4,8,4,8,8119.0
103930601,807,991905,A,1,secondPhaseReceive,84,127,12.809999999999999,19.3675,4,8,4,8,8119.0
103930601,807,1006231,A,1,possession,56,90,8.540000000000001,13.725,4,8,4,8,8119.0
103930601,807,991905,A,1,possession,86,123,13.115,18.7575,4,8,4,8,8119.0
103930601,807,1000831,A,1,possession,94,131,14.334999999999999,19.9775,4,8,4,8,8119.0
103930601,807,992954,A,1,possession,73,137,11.1325,20.892500000000002,4,8,4,8,8119.0
103930601,807,992954,A,1,possession,24,148,3.6599999999999997,22.57,4,8,4,8,8119.0
103930601,807,992954,A,1,possession,37,161,5.6425,24.552500000000002,4,8,4,8,8119.0
103930601,8119,80299,B,1,penalty_contact,63,39,9.6075,5.9475,4,8,8,4,8119.0
103930601,807,992954,A,1,possession,37,161,5.6425,24.552500000000002,4,8,4,8,8119.0
103930601,807,992954,A,1,feed,37,161,5.6425,24.552500000000002,4,8,4,8,8119.0
103930601,807,80078,A,1,penalty_offContact,50,188,7.625,28.669999999999998,4,8,4,8,8119.0
103930601,8119,1007301,B,1,possession,50,12,7.625,1.8299999999999998,4,8,8,4,8119.0
103930601,8119,80299,B,1,possession,71,38,10.827499999999999,5.795,4,8,8,4,8119.0
103930601,807,80078,A,1,penalty_obstruction,29,162,4.422499999999999,24.705000000000002,4,8,4,8,8119.0
103930601,8119,1007301,B,1,possession,71,38,10.827499999999999,5.795,4,8,8,4,8119.0
