matchId,squadId,playerId,teamLabel,period,eventLabel,xCoord,yCoord,xCoordMetres,yCoordMetres,scoreA,scoreB,squadScore,oppSquadScore,nextScoreSquadId
103931104,801,993702,B,1,centrePass,50,100,7.625,15.25,0,0,0,0,801.0
103931104,801,1004493,B,1,centrePassReceive,44,118,6.71,17.994999999999997,0,0,0,0,801.0
103931104,801,80558,B,1,secondPhaseReceive,85,151,12.9625,23.0275,0,0,0,0,801.0
103931104,801,80558,B,1,feed,85,151,12.9625,23.0275,0,0,0,0,801.0
103931104,801,1010545,B,1,goalMake,49,192,7.4725,29.279999999999998,0,1,1,0,801.0
103931104,804,991901,A,1,centrePass,50,100,7.625,15.25,0,1,0,1,804.0
103931104,804,80045,A,1,centrePassReceive,85,95,12.9625,14.487499999999999,0,1,0,1,804.0
103931104,804,80293,A,1,secondPhaseReceive,87,124,13.2675,18.91,0,1,0,1,804.0
103931104,804,80045,A,1,possession,72,119,10.98,18.1475,0,1,0,1,804.0
103931104,804,994224,A,1,possession,88,149,13.42,22.7225,0,1,0,1,804.0
103931104,804,991901,A,1,possession,62,147,9.455,22.4175,0,1,0,1,804.0
103931104,804,994224,A,1,possession,87,139,13.2675,21.197499999999998,0,1,0,1,804.0
103931104,804,80293,A,1,possession,92,161,14.030000000000001,24.552500000000002,0,1,0,1,804.0
103931104,804,80577,A,1,possession,58,106,8.844999999999999,16.165,0,1,0,1,804.0
103931104,804,80045,A,1,possession,45,128,6.8625,19.52,0,1,0,1,804.0
103931104,801,80440,B,1,penalty_contact,70,32,10.674999999999999,4.88,0,1,1,0,804.0
103931104,804,991901,A,1,possession,30,168,4.575,25.619999999999997,0,1,0,1,804.0
103931104,804,991901,A,1,feed,30,168,4.575,25.619999999999997,0,1,0,1,804.0
103931104,804,80293,A,1,goalMake,29,196,4.422499999999999,29.89,1,1,1,1,804.0
103931104,801,993702,B,1,centrePass,50,100,7.625,15.25,1,1,1,1,801.0
103931104,801,80057,B,1,centrePassReceive,63,90,9.6075,13.725,1,1,1,1,801.0
103931104,801,993702,B,1,secondPhaseReceive,93,143,14.182500000000001,21.807499999999997,1,1,1,1,801.0
103931104,804,80045,A,1,penalty_obstruction,7,57,1.0675000000000001,8.692499999999999,1,1,1,1,801.0
103931104,801,993702,B,1,possession,93,143,14.182500000000001,21.807499999999997,1,1,1,1,801.0
103931104,801,80558,B,1,possession,81,175,12.352500000000001,26.6875,1,1,1,1,801.0
103931104,801,80558,B,1,feed,81,175,12.352500000000001,26.6875,1,1,1,1,801.0
103931104,801,1004493,B,1,possession,79,193,12.047500000000001,29.432499999999997,1,1,1,1,801.0
103931104,804,1001920,A,1,penalty_contact,50,19,7.625,2.8975,1,1,1,1,801.0
103931104,801,1004493,B,1,goalMake,50,181,7.625,27.6025,1,2,2,1,801.0
103931104,804,991901,A,1,centrePass,50,100,7.625,15.25,1,2,1,2,804.0
103931104,804,80293,A,1,centrePassReceive,65,117,9.9125,17.842499999999998,1,2,1,2,804.0
103931104,804,991901,A,1,secondPhaseReceive,32,127,4.88,19.3675,1,2,1,2,804.0
103931104,804,994224,A,1,possession,45,144,6.8625,21.96,1,2,1,2,804.0
103931104,804,80540,A,1,possession,23,176,3.5075000000000003,26.84,1,2,1,2,804.0
103931104,804,991901,A,1,possession,16,190,2.44,28.974999999999998,1,2,1,2,804.0
103931104,804,991901,A,1,feed,16,190,2.44,28.974999999999998,1,2,1,2,804.0
103931104,804,80540,A,1,possession,53,192,8.0825,29.279999999999998,1,2,1,2,804.0
103931104,801,80057,B,1,penalty_obstruction,47,8,7.1674999999999995,1.22,1,2,2,1,804.0
103931104,804,80540,A,1,goalMake,53,192,8.0825,29.279999999999998,2,2,2,2,804.0
103931104,801,993702,B,1,centrePass,50,100,7.625,15.25,2,2,2,2,804.0
103931104,801,1004493,B,1,centrePassReceive,90,95,13.725,14.487499999999999,2,2,2,2,804.0
103931104,801,80301,B,1,penalty_contact,82,111,12.504999999999999,16.927500000000002,2,2,2,2,804.0
103931104,804,80045,A,1,possession,18,89,2.745,13.5725,2,2,2,2,804.0
103931104,804,994224,A,1,possession,77,104,11.7425,15.860000000000001,2,2,2,2,804.0
103931104,804,80045,A,1,possession,62,130,9.455,19.825,2,2,2,2,804.0
103931104,804,80293,A,1,possession,58,147,8.844999999999999,22.4175,2,2,2,2,804.0
103931104,804,991901,A,1,possession,16,190,2.44,28.974999999999998,2,2,2,2,804.0
103931104,804,994224,A,1,possession,80,183,12.200000000000001,27.907500000000002,2,2,2,2,804.0
103931104,801,80440,B,1,penalty_contact,27,14,4.117500000000001,2.1350000000000002,2,2,2,2,804.0
103931104,804,80293,A,1,possession,73,186,11.1325,28.365000000000002,2,2,2,2,804.0
103931104,804,80540,A,1,goalMake,43,189,6.5575,28.822499999999998,3,2,3,2,804.0
103931104,804,991901,A,1,centrePass,50,100,7.625,15.25,3,2,3,2,804.0
103931104,804,994224,A,1,centrePassReceive,35,116,5.3374999999999995,17.689999999999998,3,2,3,2,804.0
103931104,804,80540,A,1,secondPhaseReceive,53,144,8.0825,21.96,3,2,3,2,804.0
