matchId,squadId,playerId,period,badHands,badPasses,blocked,blocks,breaks,centrePassReceives,contactPenalties,defensiveRebounds,deflections,feeds,gain,goalAssists,goalAttempts,goalMisses,goals,intercepts,missedGoalTurnover,obstructionPenalties,offensiveRebounds,offsides,penalties,pickups,rebounds,tossUpWin,turnovers
80051304,801,80001,1,0,1,0,0,0,6,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
80051304,801,80001,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80051304,801,80001,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80051304,801,80001,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80051304,801,80002,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80051304,801,80002,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80051304,801,80002,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80051304,801,80002,4,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
80051304,801,80003,1,0,0,0,0,0,0,0,0,0,3,0,1,9,2,7,0,0,0,1,0,0,0,1,0,0
80051304,801,80003,2,1,0,0,0,0,0,1,0,0,3,0,2,3,0,3,0,0,0,0,0,1,0,0,0,1
80051304,801,80003,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0
80051304,801,80003,4,0,0,0,0,0,0,1,0,0,2,0,1,13,3,10,0,0,0,2,0,1,0,2,0,0
80051304,801,80006,1,0,1,0,0,0,3,4,0,1,0,0,0,0,0,0,0,0,1,0,0,5,1,0,0,1
80051304,801,80006,2,0,0,0,0,0,4,6,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
80051304,801,80006,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80051304,801,80006,4,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,1,0,3,2,0,0,0,0
80051304,801,80009,1,0,0,0,0,0,3,1,0,0,1,0,1,6,0,6,0,0,0,0,0,1,0,0,0,1
80051304,801,80009,2,1,1,0,0,0,3,1,0,0,0,0,0,9,1,8,0,0,1,0,0,2,0,0,0,2
80051304,801,80009,3,0,0,0,0,0,6,0,0,0,0,0,0,6,1,5,0,0,0,0,0,0,0,0,0,0
80051304,801,80009,4,0,0,0,0,0,6,1,0,0,2,0,0,5,1,4,0,0,0,0,0,1,0,0,0,0
