matchId,squadId,oppSquadId,badHands,badPasses,blocked,blocks,breaks,centrePassReceives,contactPenalties,defensiveRebounds,deflections,feeds,gain,goalAssists,goalAttempts,goalMisses,goals,intercepts,missedGoalTurnover,obstructionPenalties,offensiveRebounds,offsides,penalties,pickups,rebounds,tossUpWin,turnovers,possessions,pacePer60,offensiveRating,defensiveRating,netRating
80350302,809,810,1,2,1,0,0,50,55,1,10,71,12,29,69,18,51,9,0,10,5,1,65,15,6,0,23,87,85.43371522094927,58.620689655172406,66.27906976744185,-7.658380112269448
80350302,810,809,4,5,0,1,2,49,49,3,19,74,11,32,72,15,57,5,0,16,6,1,65,9,9,0,20,86,84.45171849427169,66.27906976744185,58.620689655172406,7.658380112269448
