matchId,playerId,firstname,surname,displayName,shortDisplayName,squadId
121250301,1001707,Casey,Adamson,C.Adamson,"Adamson, C",8119
121250301,80299,Ash,Brazill,A.Brazill,"Brazill, A",8119
121250301,80575,Kelsey,Browne,K.Browne,"Browne, K",8119
121250301,1026855,Zoe,Davies,Z.Davies,"Davies, Z",8119
121250301,1015543,Maddie,Hinchliffe,M.Hinchliffe,"Hinchliffe, M",8119
121250301,80010,Geva,Mentor,G.Mentor,"Mentor, G",8119
121250301,1010545,Shimona,Nelson,S.Nelson,"Nelson, S",8119
121250301,1001716,Jacqui,Newton,J.Newton,"Newton, J",8119
121250301,1029500,Uneeq,Palavi,U.Palavi,"Palavi, U",8119
121250301,1013431,Kelly,Singleton,K.Singleton,"Singleton, K",8119
121250301,1011747,Jodi-Ann,Ward,J.Ward,"Ward, J",8119
121250301,1028417,Olivia,Wilkinson,O.Wilkinson,"Wilkinson, O",8119
121250301,998408,Jess,Anstiss,J.Anstiss,"Anstiss, J",810
121250301,1014130,Sunday,Aryang,S.Aryang,"Aryang, S",810
121250301,80343,Courtney,Bruce,C.Bruce,"Bruce, C",810
121250301,80009,Natalie,Butler,N.Butler,"Butler, N",810
121250301,1000231,Emma,Cosh,E.Cosh,"Cosh, E",810
121250301,1022296,Jordan,Cransberg,J.Cransberg,"Cransberg, J",810
121250301,1026857,Zoe,Cransberg,Z.Cransberg,"Cransberg, Z",810
121250301,1005495,Rudi,Ellis,R.Ellis,"Ellis, R",810
121250301,80826,Jhaniele,Fowler,J.Fowler,"Fowler, J",810
121250301,1007298,Sasha,Glasgow,S.Glasgow,"Glasgow, S",810
121250301,1007219,Kim,Jenner,K.Jenner,"Jenner, K",810
121250301,80473,Verity,Simmons,V.Simmons,"Simmons, V",810
