matchId,squadId,oppSquadId,attempt1,attempt2,attempt_from_zone1,attempt_from_zone2,badHands,badPasses,blocked,blocks,breaks,centrePassReceives,centrePassToGoalPerc,contactPenalties,deflectionPossessionGain,deflectionWithGain,deflectionWithNoGain,deflections,feedWithAttempt,feeds,gain,gainToGoalPerc,generalPlayTurnovers,goal1,goal2,goalAssists,goalAttempts,goalMisses,goal_from_zone1,goal_from_zone2,goals,goalsFromCentrePass,goalsFromGain,goalsFromTurnovers,interceptPassThrown,intercepts,missedGoalTurnover,missedShotConversion,netPoints,obstructionPenalties,offsides,penalties,pickups,points,possessionChanges,rebounds,secondPhaseReceive,timeInPossession,tossUpWin,turnoverHeld,turnoverToGoalPerc,unforcedTurnovers,offensiveRebounds,possessions,pacePer60,offensiveRating,defensiveRating,netRating
121250301,810,8119,47.0,7.0,47.0,7.0,2.0,4.0,0.0,0.0,6.0,40.0,70.0,25.0,2.0,2.0,13.0,15.0,52.0,61.0,7.0,100.0,14.0,45.0,4.0,46.0,54.0,5.0,45.0,4.0,49.0,33.0,7.0,9.0,2.0,3.0,2.0,20.0,352.5,5.0,0.0,30.0,8.0,53.0,16.0,3.0,38.0,48.0,0.0,0.0,69.0,12.0,1.0,69.0,103.5,71.01449275362319,60.60606060606061,10.408432147562579
121250301,8119,810,39.0,8.0,39.0,8.0,2.0,4.0,0.0,0.0,0.0,37.0,65.0,24.0,1.0,1.0,5.0,6.0,44.0,55.0,4.0,50.0,16.0,37.0,3.0,37.0,47.0,7.0,37.0,3.0,40.0,30.0,2.0,8.0,3.0,2.0,4.0,14.0,218.5,4.0,0.0,28.0,6.0,43.0,20.0,3.0,31.0,52.0,0.0,0.0,67.0,13.0,1.0,66.0,99.0,60.60606060606061,71.01449275362319,-10.408432147562579
