attempt1,attempt2,goal1,goal2,goalMisses,goalAssists,feeds,feedWithAttempt,centrePassReceives,gain,intercepts,deflections,deflectionWithGain,deflectionWithNoGain,rebounds,pickups,contactPenalties,obstructionPenalties,generalPlayTurnovers,interceptPassThrown,badHands,badPasses,offsides,minutesPlayed,roundNo,squadId,oppSquadId,fantasyScore
0.0,0.0,0.0,0.0,0.0,13.740400550688753,25.419537191936055,18.0852537297795,0.0,1.7603366372077107,0.5003716343118372,2.6139323965782943,0.7519135500885198,1.4244295029999494,0.0,1.140481423890373,5.63135122300618,0.14660546682693812,2.345142825530011,0.7146752701390535,0.0,0.38543423271500843,1.2857504215851603,51.39369938839885,1.0,8118.0,8117.0,101.99439417637863
0.0,0.0,0.0,0.0,0.0,13.287148527027782,25.829951109180023,17.87039756902878,0.0,0.9101511190735612,0.32571861334793806,1.6712164585462732,0.4142881100117391,0.9358890989405038,0.0,1.1870195916419857,5.331732432085223,0.11622464141085528,2.6228805389830874,0.6832948176481526,0.0,0.3580524344569288,0.7671681584460103,51.669783846447515,2.0,8118.0,810.0,87.57507535493167
0.0,0.0,0.0,0.0,0.0,13.540089394481454,24.774651782809517,17.48260576542654,0.0,1.3090653464527697,0.34604986010248673,2.1518721828982343,0.6185298276155868,1.129733651618888,0.0,1.1462822083945792,5.95510675090778,0.08698213759674352,2.5623157341522353,0.5780913880778116,0.0,0.2439427270567134,0.6655136698520647,51.9802653339676,3.0,8118.0,804.0,93.25307364782117
0.0,0.0,0.0,0.0,0.0,12.423554553582475,24.825511079475824,16.69768531005566,0.0,1.2794263451960202,0.36307395954203275,1.8812238077071286,0.47704447632711616,1.0244758258505167,0.0,1.1211674510604321,5.703119316689232,0.07331850481875521,3.012014086344072,0.9020170478521394,0.0,0.2722557395318802,0.6822515212981743,52.15369700030071,4.0,8118.0,801.0,84.16628141735464
0.0,0.0,0.0,0.0,0.0,14.788572023474432,28.09164568702988,18.965967955836042,0.0,1.0997790178992177,0.32192127268794457,1.54438134401108,0.3585389871982334,0.8197578720906356,0.0,0.9144492637745969,5.298707821793353,0.05354639259924092,2.763626050535299,0.5106957590461445,0.0,0.23601023550023661,0.4597163120567376,52.465712611438875,5.0,8118.0,8119.0,92.2537705090801
0.0,0.0,0.0,0.0,0.0,15.069546663295075,27.016837857926593,19.267305429514614,0.0,0.9163616025355058,0.24743840082163612,1.4903123834634693,0.3423663520054464,0.793039535803145,0.0,0.9415125328287405,5.309393128646804,0.0425934263334509,2.7634688568181445,0.45158479088323955,0.0,0.2788776134740787,0.6065600948965104,52.60033625634255,6.0,8118.0,807.0,91.85005993332052
0.0,0.0,0.0,0.0,0.0,13.780681710253587,24.88585218647317,17.655002688603155,0.0,1.016370804157737,0.2642244564365525,1.7467736019208624,0.3015274747073993,0.9766651099148701,0.0,0.86102752052928,6.000394175333338,0.02718623637579999,2.7922282135554095,0.4725418758608433,0.0,0.17811405638915162,0.4756142813352048,52.90807048397125,7.0,8118.0,806.0,87.16978171378814
0.0,0.0,0.0,0.0,0.0,12.727400614510604,25.804631232342523,16.90258294471655,0.0,0.9942491319444444,0.26316452938247015,1.3917840547555258,0.2567844858502869,0.7539356536713535,0.0,0.9100091527196652,5.8074257720804,0.02842500892219843,3.112454545454545,0.7735294117647059,0.0,0.14257458030852996,0.46325655531609194,52.99164285749279,8.0,8118.0,801.0,78.89333287034422
0.0,0.0,0.0,0.0,0.0,15.121629576871083,29.027286432133245,19.257076242738492,0.0,0.8799173227276813,0.2551225139558745,1.245127690412754,0.2252657629787952,0.6453715347484588,0.0,0.7304483802563316,5.3800483222947895,0.029647505003261795,2.8100653201416814,0.4205180661271398,0.0,0.1288878579985796,0.331254851228978,53.116089560678546,9.0,8118.0,8119.0,89.13786955335189
0.0,0.0,0.0,0.0,0.0,14.998841025675482,28.821525577095233,18.916434822095646,0.0,0.8873778256390528,0.22207512922120143,1.3639605905897627,0.197385188665928,0.7552688997050855,0.0,0.6381256997557476,6.64852899287387,0.01690458734407075,2.51452831877608,0.40980728036773884,0.0,0.0910148975791434,0.4677374301675977,53.753624931062916,10.0,8118.0,8117.0,89.04384426946316
0.0,0.0,0.0,0.0,0.0,15.264349366029386,28.046796467150408,19.438335110732396,0.0,0.6386441264213758,0.16295068829925227,1.068870372347948,0.17154563588333602,0.5706457666895596,0.0,0.7239865678491746,5.463865509418586,0.012448728616979758,2.8367291039619125,0.34707870071269353,0.0,0.12429877500286213,0.3618540756914119,53.574966075688494,11.0,8118.0,807.0,86.71822759702665
0.0,0.0,0.0,0.0,0.0,13.921612896117061,25.644344003281027,17.76910954826226,0.0,0.8163818822891238,0.1882274431294039,1.338036358888173,0.16316969029540757,0.7518292288798395,0.0,0.6639075702707362,6.12194017555632,0.013031982521964308,2.8405307399717237,0.40276512053588814,0.0,0.07401357800631848,0.33201815790590133,53.666558126641334,12.0,8118.0,806.0,82.4458196996233
0.0,0.0,0.0,0.0,0.0,14.280032512482471,28.634464450974633,18.64174159566161,0.0,0.43160179088222667,0.11796822549262247,0.8509151699269177,0.08563287690809865,0.4791602189825264,0.0,0.6532145370767233,5.9442286466795835,0.01083302686998247,2.7286150384595858,0.37219682725622605,0.0,0.0748454019549172,0.2525393299455314,53.66971462247818,13.0,8118.0,810.0,79.97854017271003
0.0,0.0,0.0,0.0,0.0,14.114763242518723,26.91752497625508,17.928754657011567,0.0,0.6708314992485253,0.12003161113126394,1.2122423791467933,0.15702079363512828,0.6246272449106488,0.0,0.7007908040659977,6.622413764250212,0.006180196883415,2.659365436174158,0.31693355022170366,0.0,0.04875503817854842,0.24564716683310248,53.93755719275513,14.0,8118.0,804.0,82.6102307449276
