matchId,squadId,GS,GA,WA,C,WD,GD,GK,startingTime,finishTime,teamStartScore,teamEndScore,oppStartScore,oppEndScore,duration,plusMinus,plusMinusPer60,oppSquadId
99730106,811,80113,80009,80041,80833,991905,80076,80048,0,1834,0,30,0,30,1834,0,0.0,813
99730106,811,80113,80009,80041,80833,80076,80470,80048,1834,3652,30,60,30,55,1818,5,9.900990099009901,813
99730106,813,80198,80444,80055,80105,80304,80099,80225,0,3652,0,55,0,60,3652,-5,-4.928806133625411,811
