matchId,squadId,oppSquadId,period,badHands,badPasses,blocked,blocks,breaks,centrePassReceives,contactPenalties,defensiveRebounds,deflections,feeds,gain,goalAssists,goalAttempts,goalMisses,goals,intercepts,missedGoalTurnover,obstructionPenalties,offensiveRebounds,offsides,penalties,pickups,rebounds,tossUpWin,turnovers,possessions,pacePer60,offensiveRating,defensiveRating,netRating
93150104,811,813,1,1,2,0,0,0,10,13,3,3,17,5,8,16,4,12,0,0,7,1,2,20,3,4,0,6,21,83.07692307692308,57.14285714285714,52.38095238095239,4.761904761904752
93150104,811,813,2,2,1,0,1,0,7,20,1,7,8,2,5,9,0,9,0,0,6,0,1,26,1,1,0,5,14,55.69060773480663,64.28571428571429,47.82608695652174,16.45962732919255
93150104,811,813,3,0,2,0,0,0,13,9,0,3,18,2,8,14,1,13,1,0,7,0,0,18,1,0,0,3,17,57.03634669151911,76.47058823529412,94.11764705882352,-17.647058823529406
93150104,811,813,4,1,0,0,0,0,12,7,0,2,21,2,11,18,1,17,1,0,4,1,0,11,2,1,0,3,20,78.60262008733625,85.0,56.25,28.75
93150104,813,811,1,0,1,0,0,1,10,12,2,3,11,4,3,17,6,11,2,0,2,2,0,14,0,4,0,6,21,83.07692307692308,52.38095238095239,57.14285714285714,-4.761904761904752
93150104,813,811,2,1,1,1,0,0,9,14,0,4,17,3,3,18,7,11,3,0,2,1,0,16,3,1,0,6,23,91.49171270718232,47.82608695652174,64.28571428571429,-16.45962732919255
93150104,813,811,3,0,0,0,0,0,14,15,0,3,17,2,7,17,1,16,1,0,5,0,1,20,0,0,0,0,17,57.03634669151911,94.11764705882352,76.47058823529412,17.647058823529406
93150104,813,811,4,3,0,0,0,0,12,15,0,0,9,2,5,12,3,9,2,0,3,1,1,19,1,1,0,5,16,62.88209606986899,56.25,85.0,-28.75
