matchId,squadId,period,attempt_from_zone1,attempt_from_zone2,attempts1,attempts2,badHands,badPasses,blocked,blocks,breaks,centrePassReceives,centrePassToGoalPerc,contactPenalties,deflectionPossessionGain,deflectionWithGain,deflectionWithNoGain,deflections,feedWithAttempt,feeds,gain,gainToGoalPerc,generalPlayTurnovers,goal1,goal2,goalAssists,goalAttempts,goalMisses,goal_from_zone1,goal_from_zone2,goals,goalsFromCentrePass,goalsFromGain,goalsFromTurnovers,interceptPassThrown,intercepts,missedGoalTurnover,missedShotConversion,netPoints,obstructionPenalties,offsides,penalties,pickups,points,possessionChanges,rebounds,timeInPossession,tossUpWin,turnoverToGoalPerc,unforcedTurnovers,offensiveRebounds,possessions,pacePer60,offensiveRating,defensiveRating,netRating
113910103,806,1,16.0,2.0,16.0,2.0,1.0,1.0,0.0,0.0,0.0,12.0,79.0,10.0,0.0,0.0,2.0,2.0,17.0,27.0,0.0,0.0,3.0,16.0,1.0,16.0,18.0,1.0,16.0,1.0,17.0,11.0,0.0,6.0,0.0,0.0,1.0,0.0,65.5,4.0,0.0,14.0,1.0,18.0,4.0,0.0,59.0,0.0,75.0,3.0,0.0,22.0,88.0,77.27272727272727,54.54545454545454,22.727272727272727
113910103,806,2,16.0,1.0,16.0,1.0,1.0,0.0,0.0,0.0,0.0,16.0,75.0,9.0,0.0,0.0,3.0,3.0,16.0,27.0,2.0,100.0,4.0,15.0,1.0,15.0,17.0,1.0,15.0,1.0,16.0,12.0,2.0,2.0,0.0,1.0,0.0,100.0,94.0,5.0,0.0,14.0,2.0,17.0,4.0,1.0,55.0,0.0,100.0,4.0,1.0,20.0,80.0,80.0,68.18181818181817,11.818181818181827
113910103,806,3,13.0,0.0,13.0,0.0,0.0,4.0,0.0,0.0,0.0,12.0,64.0,5.0,0.0,0.0,4.0,4.0,12.0,16.0,0.0,0.0,9.0,13.0,0.0,12.0,13.0,0.0,13.0,0.0,13.0,9.0,0.0,4.0,4.0,0.0,0.0,0.0,23.5,2.0,0.0,7.0,3.0,13.0,9.0,0.0,51.0,0.0,57.0,5.0,0.0,22.0,88.0,59.09090909090909,60.86956521739131,-1.7786561264822183
113910103,806,4,15.0,1.0,15.0,1.0,0.0,1.0,0.0,0.0,0.0,16.0,81.0,5.0,0.0,0.0,4.0,4.0,14.0,20.0,1.0,100.0,4.0,14.0,1.0,13.0,16.0,1.0,14.0,1.0,15.0,13.0,1.0,1.0,2.0,1.0,1.0,0.0,78.0,6.0,0.0,11.0,2.0,16.0,5.0,0.0,54.0,0.0,33.0,3.0,0.0,21.0,84.0,71.42857142857143,80.95238095238095,-9.523809523809518
113910103,806,5,5.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,75.0,0.0,1.0,1.0,0.0,1.0,5.0,8.0,1.0,0.0,1.0,5.0,0.0,5.0,5.0,0.0,5.0,0.0,5.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,50.5,0.0,0.0,0.0,4.0,5.0,1.0,0.0,75.0,0.0,100.0,1.0,0.0,6.0,72.0,83.33333333333334,40.0,43.33333333333334
113910103,807,1,13.0,3.0,13.0,3.0,0.0,3.0,0.0,0.0,0.0,14.0,67.0,16.0,1.0,1.0,3.0,4.0,13.0,20.0,1.0,100.0,6.0,11.0,1.0,9.0,16.0,4.0,11.0,1.0,12.0,10.0,1.0,1.0,0.0,0.0,1.0,50.0,50.0,6.0,1.0,22.0,2.0,13.0,7.0,2.0,41.0,0.0,33.0,8.0,2.0,22.0,88.0,54.54545454545454,77.27272727272727,-22.727272727272727
113910103,807,2,13.0,4.0,13.0,4.0,0.0,1.0,0.0,0.0,0.0,15.0,69.0,14.0,0.0,0.0,1.0,1.0,16.0,22.0,0.0,0.0,3.0,13.0,2.0,14.0,17.0,2.0,13.0,2.0,15.0,11.0,0.0,4.0,1.0,0.0,1.0,0.0,52.5,6.0,1.0,20.0,1.0,17.0,4.0,0.0,45.0,0.0,100.0,2.0,0.0,22.0,88.0,68.18181818181817,80.0,-11.818181818181827
113910103,807,3,15.0,2.0,15.0,2.0,2.0,3.0,0.0,0.0,0.0,14.0,71.0,17.0,0.0,0.0,2.0,2.0,16.0,23.0,4.0,25.0,7.0,13.0,1.0,13.0,17.0,3.0,13.0,1.0,14.0,10.0,1.0,3.0,0.0,4.0,0.0,67.0,68.5,7.0,1.0,25.0,1.0,15.0,7.0,2.0,49.0,0.0,60.0,7.0,2.0,23.0,92.0,60.86956521739131,59.09090909090909,1.7786561264822183
113910103,807,4,17.0,2.0,17.0,2.0,2.0,0.0,0.0,0.0,0.0,16.0,81.0,18.0,0.0,0.0,3.0,3.0,17.0,26.0,2.0,100.0,4.0,15.0,2.0,15.0,19.0,2.0,15.0,2.0,17.0,13.0,2.0,2.0,1.0,2.0,0.0,100.0,89.5,1.0,1.0,20.0,1.0,19.0,4.0,2.0,46.0,0.0,67.0,3.0,2.0,21.0,84.0,80.95238095238095,71.42857142857143,9.523809523809518
113910103,807,5,3.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,50.0,8.0,0.0,0.0,3.0,3.0,2.0,3.0,0.0,0.0,3.0,2.0,0.0,1.0,3.0,1.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,100.0,-3.0,0.0,0.0,8.0,0.0,2.0,3.0,1.0,25.0,0.0,0.0,2.0,1.0,5.0,60.0,40.0,83.33333333333334,-43.33333333333334
