matchId,squadId,oppSquadId,badHands,badPasses,blocked,blocks,breaks,centrePassReceives,centrePassToGoalPerc,contactPenalties,deflectionPossessionGain,deflectionWithGain,deflectionWithNoGain,feedWithAttempt,feeds,gain,gainToGoalPerc,generalPlayTurnovers,goalAssists,goalAttempts,goalMisses,goals,goalsFromCentrePass,goalsFromGain,goalsFromTurnovers,interceptPassThrown,intercepts,missedGoalTurnover,missedShotConversion,netPoints,obstructionPenalties,offsides,penalties,pickups,points,possessionChanges,rebounds,secondPhaseReceive,timeInPossession,tossUpWin,turnoverHeld,turnoverToGoalPerc,unforcedTurnovers,offensiveRebounds,possessions,pacePer60,offensiveRating,defensiveRating,netRating
119460104,811,813,0,3,0,0,1,49,77,49,2,2,9,57,94,6,83,10,49,66,9,57,43,5,9,5,4,4,33,363,28,0,78,5,57,14,3,44,52,0,1,82,6,3.0,77.0,77.0,74.02597402597402,72.6027397260274,1.4232342999466283
119460104,813,811,1,1,0,0,2,47,73,55,1,1,9,52,60,9,67,16,48,58,5,53,41,6,6,4,6,1,40,322,36,1,91,7,53,17,4,40,48,0,0,100,11,2.0,73.0,73.0,72.6027397260274,74.02597402597402,-1.4232342999466283
