matchId,squadId,oppSquadId,badHands,badPasses,blocked,blocks,breaks,centrePassReceives,centrePassToGoalPerc,contactPenalties,deflectionPossessionGain,deflectionWithGain,deflectionWithNoGain,feedWithAttempt,feeds,gain,gainToGoalPerc,generalPlayTurnovers,goalAssists,goalAttempts,goalMisses,goals,goalsFromCentrePass,goalsFromGain,goalsFromTurnovers,interceptPassThrown,intercepts,missedGoalTurnover,missedShotConversion,obstructionPenalties,offsides,penalties,pickups,points,possessionChanges,rebounds,secondPhaseReceive,timeInPossession,tossUpWin,turnoverHeld,turnoverToGoalPerc,unforcedTurnovers,offensiveRebounds,possessions,pacePer60,offensiveRating,defensiveRating,netRating
119160204,7869,9199,2,1,0,1,1,63,68,56,3,3,12,71,84,15,93,23,63,80,8,72,46,14,12,8,9,3,50,11,3,67,6,72,26,7,61,51,0,0,80,14,4.0,103.0,103.0,69.90291262135922,64.64646464646465,5.25644797489457
119160204,9199,7869,3,1,1,0,5,57,69,39,2,2,5,63,71,12,75,27,56,71,7,64,47,9,8,9,8,3,43,9,0,48,6,64,30,5,49,49,0,1,57,15,3.0,99.0,99.0,64.64646464646465,69.90291262135922,-5.25644797489457
