matchId,squadId,badHands,badPasses,blocked,blocks,breaks,centrePassReceives,contactPenalties,defensiveRebounds,deflections,disposals,feeds,gain,goalAssists,goalAttempts,goalMisses,goals,goalsFromCentrePass,goalsFromGain,goalsFromTurnovers,intercepts,missedGoalTurnover,obstructionPenalties,offensiveRebounds,offsides,passes,penalties,pickups,possessions,rebounds,timeInPossession,tossUpWin,turnovers,pacePer60,offensiveRating,defensiveRating,netRating
98180101,805,5,3,0,0,1,55,59,2,18,536,88,5,40,70,13,57,41,7,9,3,0,19,6,0,453,79,13,83,8,49,0,19,80.66954643628509,68.67469879518072,67.44186046511628,1.232838330064439
98180101,808,3,9,0,0,1,56,24,1,13,503,85,11,31,71,13,58,39,12,7,10,0,6,8,1,421,31,13,86,9,51,0,23,83.585313174946,67.44186046511628,68.67469879518072,-1.232838330064439
