matchId,squadId,GS,GA,WA,C,WD,GD,GK,startingTime,finishTime,teamStartScore,teamEndScore,oppStartScore,oppEndScore,duration,plusMinus,plusMinusPer60,oppSquadId
104230105,813,80198,80100,80055,994117,80304,80099,80604,0,941,0,9,0,17,941,-8,-30.605738575982997,811
104230105,813,80198,80100,80055,994117,80304,80099,993041,941,1123,9,9,17,22,182,-5,-98.9010989010989,811
104230105,813,80287,80100,80424,994117,80304,80225,993041,1123,1430,9,15,22,27,307,1,11.726384364820849,811
104230105,813,80287,80100,80424,994117,80304,80099,80604,1430,1525,15,15,27,30,95,-3,-113.68421052631581,811
104230105,813,80287,80100,80424,994117,80304,80099,993041,1525,2184,15,27,30,43,659,-1,-5.462822458270106,811
104230105,813,80287,80100,80424,994117,80304,80225,993041,2184,2288,27,28,43,45,104,-1,-34.61538461538461,811
104230105,813,80287,80100,80055,80424,80304,80225,993041,2288,2767,28,37,45,54,479,0,0.0,811
104230105,813,80287,80100,80055,80424,994117,80304,993041,2767,3096,37,39,54,59,329,-3,-32.826747720364736,811
104230105,813,80287,80198,80055,80424,994117,80099,80604,3096,3680,39,48,59,67,584,1,6.164383561643836,811
104230105,811,80113,80475,994224,80833,991905,80577,80343,0,1525,0,30,0,15,1525,15,35.40983606557377,813
104230105,811,80113,80475,994224,80833,991905,80577,80470,1525,1851,30,35,15,22,326,-2,-22.085889570552148,813
104230105,811,80113,80072,994224,80833,991905,80577,80343,1851,2439,35,49,22,29,588,7,42.857142857142854,813
104230105,811,80113,80072,994224,80833,991905,80470,994213,2439,2767,49,54,29,37,328,-3,-32.92682926829268,813
104230105,811,80052,80072,80574,80833,991905,80577,994213,2767,3680,54,67,37,48,913,2,7.886089813800657,813
