matchId,squadId,oppSquadId,attempt1,attempt2,attempt_from_zone1,attempt_from_zone2,badHands,badPasses,blocked,blocks,breaks,centrePassReceives,centrePassToGoalPerc,contactPenalties,deflectionPossessionGain,deflectionWithGain,deflectionWithNoGain,deflections,feedWithAttempt,feeds,gain,gainToGoalPerc,generalPlayTurnovers,goal1,goal2,goalAssists,goalAttempts,goalMisses,goal_from_zone1,goal_from_zone2,goals,goalsFromCentrePass,goalsFromGain,goalsFromTurnovers,interceptPassThrown,intercepts,lastCentrePass,missedGoalTurnover,missedShotConversion,netPoints,obstructionPenalties,offsides,penalties,pickups,points,possessionChanges,rebounds,secondPhaseReceive,timeInPossession,timeToScore,timeout,tossUpWin,turnoverHeld,turnoverToGoalPerc,unforcedTurnovers,offensiveRebounds,possessions,pacePer60,offensiveRating,defensiveRating,netRating
127150603,806,8118,73,8,73,8,0,4,0,0,3,63,87,30,0,0,13,13,77,93,11,73,12,70,6,72,81,5,70,6,76,59,8,9,4,7,Q4 14:44,1,80,537.5,9,3,39,3,82,13,8,57,49,22,2,0,1,90,8,4.0,90.0,90.0,84.44444444444444,68.1663258350375,16.278118609406945
127150603,8118,806,52,17,52,17,1,5,0,0,0,64,72,34,1,1,6,7,68,99,6,83,16,51,9,59,69,9,51,9,60,49,5,6,7,4,Q4 14:27,5,22,369.5,17,1,51,9,69,21,2,54,51,30,3,0,0,75,10,1.98,88.02,88.02,68.1663258350375,84.44444444444444,-16.278118609406945
