matchId,squadId,oppSquadId,badHands,badPasses,blocked,blocks,breaks,centrePassReceives,centrePassToGoalPerc,contactPenalties,deflectionPossessionGain,deflectionWithGain,deflectionWithNoGain,feedWithAttempt,feeds,gain,gainToGoalPerc,generalPlayTurnovers,goalAssists,goalAttempts,goalMisses,goals,goalsFromCentrePass,goalsFromGain,goalsFromTurnovers,interceptPassThrown,intercepts,missedGoalTurnover,missedShotConversion,obstructionPenalties,offsides,penalties,pickups,points,possessionChanges,rebounds,timeInPossession,tossUpWin,turnoverToGoalPerc,unforcedTurnovers,offensiveRebounds,possessions,pacePer60,offensiveRating,defensiveRating,netRating
116950101,812,833,5,1,0,0,0,56,82,27,7,7,14,65,80,17,82,18,61,75,4,71,49,14,8,7,7,2,50,10,2,37,9,71,20,5,49,0,57,11,2.0,93.0,92.40960529947557,76.34408602150538,58.0246913580247,18.31939466348068
116950101,833,812,5,4,0,0,0,52,59,35,1,1,5,46,60,9,78,28,41,52,5,47,35,7,5,7,7,3,40,4,5,39,7,47,31,3,51,0,45,14,2.0,81.0,80.48578526083357,58.0246913580247,76.34408602150538,-18.31939466348068
