matchId,squadId,oppSquadId,playerId,period,badHands,badPasses,blocked,blocks,breaks,centrePassReceives,centrePassToGoalPerc,contactPenalties,deflectionWithGain,deflectionWithNoGain,feedWithAttempt,feeds,gain,gainToGoalPerc,generalPlayTurnovers,goalAssists,goalAttempts,goalMisses,goals,interceptPassThrown,intercepts,minutesPlayed,missedGoalTurnover,obstructionPenalties,offsides,penalties,pickups,points,possessionChanges,quartersPlayed,rebounds,tossUpWin,unforcedTurnovers
116950101,812,833,80010,1,0,0,0,0,0,0,0,4,1,2,0,0,2,0,0,0,0,0,0,0,1,15,0,1,0,5,0,0,0,1,0,0,0
116950101,812,833,80010,2,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,15,0,0,0,2,0,0,0,1,0,0,0
116950101,812,833,80010,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116950101,812,833,80010,4,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,15,0,0,0,1,0,0,0,1,1,0,0
116950101,812,833,80530,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116950101,812,833,80530,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116950101,812,833,80530,3,0,0,0,0,0,0,0,2,1,0,0,0,3,0,0,0,0,0,0,0,1,14,0,1,0,3,2,0,0,1,1,0,0
116950101,812,833,80530,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,15,0,1,0,1,0,0,1,1,0,0,0
116950101,812,833,80535,1,0,0,0,0,0,0,0,1,1,0,2,4,1,0,2,2,0,0,0,0,0,15,0,0,0,1,0,0,2,1,0,0,1
116950101,812,833,80535,2,0,0,0,0,0,0,0,1,0,0,7,9,1,0,0,6,0,0,0,0,1,12,0,2,0,3,0,0,0,1,0,0,0
116950101,812,833,80535,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,1,1,0,0,1,0,0,0
116950101,812,833,80535,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116950101,812,833,80569,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116950101,812,833,80569,2,0,0,0,0,0,0,0,0,1,0,1,2,1,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0
116950101,812,833,80569,3,0,0,0,0,0,0,0,0,0,2,5,7,0,0,1,5,0,0,0,1,0,14,0,0,0,0,0,0,1,1,0,0,0
116950101,812,833,80569,4,0,1,0,0,0,0,0,1,0,0,7,7,0,0,1,7,0,0,0,0,0,15,0,1,0,2,0,0,1,1,0,0,1
116950101,812,833,80814,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,1,0,0,0,1,0,0,0
116950101,812,833,80814,2,0,0,0,0,0,0,0,2,0,1,0,0,3,0,0,0,0,0,0,0,2,15,0,0,0,2,1,0,0,1,1,0,0
116950101,812,833,80814,3,1,0,0,0,0,1,0,1,1,4,0,0,1,0,1,0,0,0,0,0,0,14,0,2,0,3,1,0,1,1,0,0,1
116950101,812,833,80814,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116950101,812,833,999128,1,0,0,0,0,0,5,0,1,1,-1,3,4,1,0,1,3,4,0,4,0,0,15,0,0,0,1,1,4,1,1,0,0,1
116950101,812,833,999128,2,0,0,0,0,0,8,0,0,0,0,1,2,0,0,1,1,9,0,9,1,0,15,0,0,0,0,1,9,1,1,1,0,0
116950101,812,833,999128,3,0,0,0,0,0,4,0,1,0,1,4,4,0,0,2,3,6,0,6,2,0,12,0,0,0,1,0,6,2,1,0,0,0
116950101,812,833,999128,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116950101,812,833,1001846,1,1,0,0,0,0,8,0,0,0,0,8,8,0,0,1,7,0,0,0,0,0,15,0,0,0,0,1,0,1,1,0,0,1
116950101,812,833,1001846,2,1,0,0,0,0,6,0,0,0,0,8,11,0,0,1,8,0,0,0,0,0,15,0,0,0,0,0,0,1,1,0,0,1
116950101,812,833,1001846,3,0,0,0,0,0,7,0,1,0,0,4,5,1,0,1,4,0,0,0,0,1,14,0,0,2,1,0,0,1,1,0,0,1
116950101,812,833,1001846,4,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,2,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0
116950101,812,833,1006558,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,13,1,12,0,0,15,1,0,0,0,0,12,2,1,0,0,2
