matchId,squadId,GS,GA,WA,C,WD,GD,GK,startingTime,finishTime,teamStartScore,teamEndScore,oppStartScore,oppEndScore,duration,plusMinus,plusMinusPer60,oppSquadId
121260103,8117,1001357,80475,1022293,80296,1000831,80559,1006231,0,600,0,12,0,8,600,4,24.0,804
121260103,8117,1025019,1001357,1022293,80296,1000831,1006231,1025020,600,915,12,18,8,12,315,2,22.857142857142858,804
121260103,8117,1025019,1001357,1022293,80296,1021095,1006231,1025020,915,1200,18,22,12,18,285,-2,-25.263157894736842,804
121260103,8117,1025019,80475,80296,1000831,1006231,80559,1001920,1200,1508,22,26,18,22,308,0,0.0,804
121260103,8117,1025019,80475,1028098,1000831,1006231,80559,1001920,1508,1712,26,30,22,27,204,-1,-17.647058823529413,804
121260103,8117,1025019,80475,1028098,1000831,1021095,80559,1001920,1712,1800,30,31,27,29,88,-1,-40.909090909090914,804
121260103,8117,1001357,80475,1022293,80296,1021095,80559,1001920,1800,1807,31,31,29,29,7,0,0.0,804
121260103,8117,1001357,80475,1022293,80296,1000831,80559,1001920,1807,2400,31,38,29,39,593,-3,-18.21247892074199,804
121260103,804,80540,1001708,1022297,994224,991901,1001701,994213,0,600,0,8,0,12,600,-4,-24.0,8117
121260103,804,1013077,1001708,1022297,994224,991901,1001701,994213,600,830,8,10,12,17,230,-3,-46.95652173913044,8117
121260103,804,1013077,1001708,1022297,994224,991901,1001701,1004510,830,863,10,11,17,18,33,0,0.0,8117
121260103,804,1013077,1001708,1022297,994224,991901,994213,1004510,863,1200,11,18,18,22,337,3,32.047477744807125,8117
121260103,804,1013077,1001708,994224,991901,1001701,994213,1004510,1200,1495,18,22,22,26,295,0,0.0,8117
121260103,804,80540,1001708,994224,991901,1001701,994213,1004510,1495,2205,22,35,26,38,710,1,5.070422535211267,8117
121260103,804,1001708,80540,994224,991901,1001701,994213,1004510,2205,2400,35,39,38,38,195,4,73.84615384615384,8117
