matchId,squadId,oppSquadId,period,attempt_from_zone1,attempt_from_zone2,attempts1,attempts2,badHands,badPasses,blocked,blocks,breaks,centrePassReceives,centrePassToGoalPerc,contactPenalties,deflectionPossessionGain,deflectionWithGain,deflectionWithNoGain,deflections,feedWithAttempt,feeds,gain,gainToGoalPerc,generalPlayTurnovers,goalAssists,goalAttempts,goalMisses,goal_from_zone1,goal_from_zone2,goals,goals1,goals2,goalsFromCentrePass,goalsFromGain,goalsFromTurnovers,interceptPassThrown,intercepts,missedGoalTurnover,missedShotConversion,netPoints,obstructionPenalties,offsides,penalties,pickups,points,possessionChanges,rebounds,secondPhaseReceive,timeInPossession,tossUpWin,turnoverHeld,turnoverToGoalPerc,unforcedTurnovers,offensiveRebounds,possessions,pacePer60,offensiveRating,defensiveRating,netRating
120460101,801,806,1,15.0,2.0,15.0,2.0,1.0,0.0,0.0,0.0,0.0,10.0,64.0,15.0,0.0,0.0,4.0,4.0,14.0,21.0,2.0,50.0,4.0,8.0,17.0,6.0,11.0,0.0,11.0,11.0,0.0,7.0,1.0,3.0,1.0,2.0,2.0,17.0,90.5,2.0,1.0,17.0,6.0,11.0,6.0,1.0,9.0,53.0,0.0,0.0,75.0,2.0,1.0,22.0,88.0,50.0,66.66666666666666,-16.666666666666657
120460101,801,806,2,10.0,4.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,10.0,75.0,15.0,1.0,1.0,2.0,3.0,14.0,21.0,5.0,20.0,5.0,12.0,14.0,2.0,9.0,3.0,12.0,9.0,3.0,9.0,1.0,2.0,1.0,2.0,2.0,0.0,84.5,1.0,1.0,16.0,2.0,15.0,7.0,2.0,9.0,44.0,0.0,1.0,100.0,4.0,0.0,21.0,84.0,57.14285714285714,55.00000000000001,2.1428571428571317
120460101,801,806,3,11.0,2.0,11.0,2.0,2.0,0.0,0.0,0.0,0.0,14.0,71.0,9.0,0.0,0.0,6.0,6.0,11.0,17.0,0.0,0.0,5.0,9.0,13.0,2.0,9.0,2.0,11.0,9.0,2.0,10.0,0.0,1.0,1.0,0.0,0.0,50.0,74.5,4.0,1.0,13.0,3.0,13.0,5.0,1.0,11.0,40.0,0.0,0.0,33.0,4.0,1.0,17.0,68.0,64.70588235294117,72.72727272727273,-8.02139037433156
120460101,801,806,4,12.0,5.0,12.0,5.0,0.0,0.0,0.0,0.0,0.0,10.0,77.0,7.0,0.0,0.0,4.0,4.0,16.0,19.0,2.0,100.0,2.0,14.0,17.0,2.0,11.0,4.0,15.0,11.0,4.0,10.0,2.0,3.0,0.0,2.0,2.0,0.0,107.0,2.0,0.0,9.0,1.0,19.0,4.0,0.0,8.0,51.0,0.0,0.0,75.0,1.0,0.0,21.0,84.0,71.42857142857143,57.89473684210527,13.533834586466163
120460101,801,806,5,2.0,2.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,4.0,75.0,4.0,0.0,0.0,1.0,1.0,4.0,7.0,2.0,50.0,1.0,4.0,4.0,0.0,2.0,2.0,4.0,2.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,47.5,0.0,0.0,4.0,1.0,6.0,1.0,0.0,3.0,45.0,0.0,0.0,0.0,1.0,0.0,5.0,55.55555555555556,80.0,42.857142857142854,37.142857142857146
120460101,806,801,1,9.0,4.0,9.0,4.0,1.0,1.0,0.0,0.0,0.0,11.0,75.0,12.0,1.0,1.0,5.0,6.0,12.0,20.0,4.0,50.0,6.0,11.0,13.0,1.0,8.0,4.0,12.0,8.0,4.0,9.0,2.0,1.0,2.0,1.0,0.0,100.0,97.0,4.0,2.0,16.0,3.0,16.0,6.0,3.0,9.0,47.0,0.0,0.0,50.0,4.0,1.0,18.0,72.0,66.66666666666666,50.0,16.666666666666657
120460101,806,801,2,14.0,1.0,14.0,1.0,0.0,1.0,0.0,0.0,1.0,11.0,64.0,15.0,0.0,0.0,2.0,2.0,12.0,15.0,3.0,33.0,5.0,9.0,15.0,4.0,10.0,1.0,11.0,10.0,1.0,7.0,1.0,3.0,2.0,1.0,2.0,50.0,50.0,3.0,0.0,18.0,2.0,12.0,7.0,4.0,11.0,56.0,0.0,0.0,75.0,2.0,2.0,20.0,80.0,55.00000000000001,57.14285714285714,-2.1428571428571317
120460101,806,801,3,20.0,2.0,20.0,2.0,1.0,0.0,0.0,0.0,0.0,13.0,93.0,9.0,0.0,0.0,6.0,6.0,20.0,21.0,1.0,100.0,3.0,14.0,22.0,6.0,16.0,0.0,16.0,16.0,0.0,13.0,1.0,2.0,0.0,1.0,0.0,50.0,134.0,4.0,0.0,13.0,3.0,16.0,3.0,4.0,11.0,60.0,0.0,0.0,50.0,3.0,3.0,22.0,88.0,72.72727272727273,64.70588235294117,8.02139037433156
120460101,806,801,4,9.0,4.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,12.0,69.0,18.0,1.0,1.0,1.0,2.0,13.0,17.0,3.0,33.0,5.0,11.0,13.0,2.0,8.0,3.0,11.0,8.0,3.0,9.0,1.0,1.0,2.0,0.0,1.0,0.0,61.0,3.0,3.0,22.0,1.0,14.0,6.0,2.0,11.0,49.0,0.0,0.0,100.0,4.0,0.0,19.0,76.0,57.89473684210527,71.42857142857143,-13.533834586466163
120460101,806,801,5,2.0,3.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,4.0,50.0,4.0,0.0,0.0,1.0,1.0,5.0,8.0,0.0,0.0,1.0,3.0,5.0,2.0,2.0,1.0,3.0,2.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,19.0,1.0,0.0,5.0,1.0,4.0,2.0,0.0,4.0,55.0,0.0,0.0,100.0,0.0,0.0,7.0,77.77777777777777,42.857142857142854,80.0,-37.142857142857146
