matchId,squadId,oppSquadId,badHands,badPasses,blocked,blocks,breaks,centrePassReceives,centrePassToGoalPerc,contactPenalties,deflectionPossessionGain,deflectionWithGain,deflectionWithNoGain,feedWithAttempt,feeds,gain,gainToGoalPerc,generalPlayTurnovers,goalAssists,goalAttempts,goalMisses,goals,goalsFromCentrePass,goalsFromGain,goalsFromTurnovers,interceptPassThrown,intercepts,missedGoalTurnover,missedShotConversion,obstructionPenalties,offsides,penalties,pickups,points,possessionChanges,rebounds,secondPhaseReceive,timeInPossession,tossUpWin,turnoverHeld,turnoverToGoalPerc,unforcedTurnovers,offensiveRebounds,possessions,pacePer60,offensiveRating,defensiveRating,netRating
119150503,9196,9197,4,6,1,0,0,49,73,38,6,6,11,65,70,18,83,23,58,72,8,64,41,15,8,4,10,3,38,18,0,56,13,64,26,5,42,56,0,3,44,19,3.0,97.0,97.0,65.97938144329896,48.95833333333333,17.021048109965633
119150503,9197,9196,5,3,0,1,2,49,54,52,1,1,8,53,63,7,29,33,44,56,9,47,30,2,15,10,4,3,11,14,0,66,12,47,36,3,44,44,0,0,79,18,1.0,96.0,96.0,48.95833333333333,65.97938144329896,-17.021048109965633
