matchId,squadId,oppSquadId,badHands,badPasses,blocked,blocks,breaks,centrePassReceives,centrePassToGoalPerc,contactPenalties,deflectionPossessionGain,deflectionWithGain,deflectionWithNoGain,disposals,feedWithAttempt,feeds,gain,gainToGoalPerc,generalPlayTurnovers,goalAssists,goalAttempts,goalMisses,goals,goalsFromCentrePass,goalsFromGain,goalsFromTurnovers,interceptPassThrown,intercepts,missedGoalTurnover,missedShotConversion,netPoints,obstructionPenalties,offsides,passes,penalties,pickups,points,possessionChanges,possessions,rebounds,timeInPossession,tossUpWin,turnoverToGoalPerc,offensiveRebounds,pacePer60,offensiveRating,defensiveRating,netRating
113150103,811,813,4.0,2.0,0.0,0.0,1.0,47.0,66.0,40.0,3.0,3.0,9.0,146.0,55.0,72.0,10.0,60.0,19.0,41.0,63.0,14.0,49.0,35.0,6.0,8.0,6.0,6.0,0.0,29.0,276.0,8.0,2.0,72.0,48.0,13.0,49.0,25.0,84.0,5.0,48.0,0.0,35.0,4.0,84.0,58.333333333333336,67.90123456790124,-9.567901234567906
113150103,813,811,4.0,2.0,0.0,0.0,2.0,48.0,72.0,35.0,2.0,2.0,14.0,138.0,55.0,69.0,13.0,62.0,20.0,50.0,60.0,5.0,55.0,38.0,8.0,9.0,6.0,6.0,0.0,40.0,337.5,5.0,1.0,69.0,40.0,10.0,55.0,23.0,81.0,7.0,52.0,0.0,36.0,2.0,81.0,67.90123456790124,58.333333333333336,9.567901234567906
