matchId,squadId,period,badHands,badPasses,blocked,blocks,breaks,centrePassReceives,centrePassToGoalPerc,contactPenalties,deflectionPossessionGain,deflectionWithGain,deflectionWithNoGain,disposals,feedWithAttempt,feeds,gain,gainToGoalPerc,generalPlayTurnovers,goalAssists,goalAttempts,goalMisses,goals,goalsFromCentrePass,goalsFromGain,goalsFromTurnovers,interceptPassThrown,intercepts,missedShotConversion,netPoints,obstructionPenalties,offsides,passes,penalties,pickups,possessionChanges,possessions,rebounds,timeInPossession,tossUpWin,turnoverToGoalPerc,offensiveRebounds,pacePer60,offensiveRating,defensiveRating,netRating
107240203,801,1,1.0,1.0,0.0,0.0,0.0,10.0,0.0,11.0,1.0,1.0,3.0,38.0,12.0,17.0,1.0,0.0,7.0,9.0,14.0,3.0,11.0,9.0,1.0,1.0,1.0,0.0,33.0,44.5,2.0,0.0,17.0,13.0,3.0,8.0,22.0,1.0,52.0,0.0,17.0,1.0,86.65207877461707,50.0,70.0,-20.0
107240203,801,2,1.0,2.0,0.0,0.0,0.0,14.0,0.0,13.0,0.0,0.0,3.0,33.0,12.0,19.0,1.0,0.0,7.0,10.0,12.0,2.0,10.0,9.0,1.0,0.0,1.0,1.0,0.0,28.5,4.0,1.0,19.0,17.0,2.0,9.0,21.0,0.0,41.0,0.0,0.0,0.0,83.07692307692308,47.61904761904761,87.5,-39.88095238095239
107240203,801,3,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,1.0,1.0,5.0,39.0,14.0,16.0,2.0,0.0,6.0,11.0,16.0,4.0,12.0,8.0,1.0,3.0,1.0,1.0,25.0,67.0,6.0,0.0,16.0,16.0,2.0,8.0,24.0,1.0,46.0,0.0,50.0,1.0,95.15418502202644,50.0,61.904761904761905,-11.904761904761905
107240203,801,4,1.0,2.0,0.0,0.0,0.0,10.0,0.0,7.0,2.0,2.0,6.0,28.0,9.0,13.0,6.0,0.0,11.0,9.0,10.0,0.0,10.0,6.0,3.0,1.0,1.0,3.0,0.0,80.5,6.0,3.0,13.0,13.0,3.0,11.0,21.0,1.0,43.0,0.0,17.0,0.0,82.89473684210527,47.61904761904761,54.166666666666664,-6.547619047619051
107240203,806,1,1.0,2.0,0.0,0.0,0.0,12.0,0.0,14.0,1.0,1.0,5.0,42.0,13.0,23.0,2.0,0.0,6.0,12.0,15.0,1.0,14.0,9.0,2.0,3.0,0.0,1.0,100.0,85.5,5.0,0.0,23.0,19.0,2.0,6.0,20.0,1.0,48.0,0.0,38.0,1.0,78.7746170678337,70.0,50.0,20.0
107240203,806,2,1.0,0.0,0.0,0.0,0.0,14.0,0.0,8.0,1.0,1.0,3.0,54.0,19.0,26.0,4.0,0.0,3.0,18.0,22.0,1.0,21.0,14.0,2.0,5.0,1.0,1.0,100.0,122.5,5.0,0.0,26.0,13.0,1.0,3.0,24.0,3.0,59.0,0.0,63.0,1.0,94.94505494505495,87.5,47.61904761904761,39.88095238095239
107240203,806,3,0.0,4.0,0.0,0.0,0.0,13.0,0.0,11.0,3.0,3.0,4.0,38.0,11.0,21.0,5.0,0.0,8.0,11.0,13.0,0.0,13.0,8.0,3.0,2.0,1.0,1.0,0.0,99.5,3.0,0.0,21.0,14.0,4.0,8.0,21.0,1.0,54.0,0.0,25.0,0.0,83.25991189427313,61.904761904761905,50.0,11.904761904761905
107240203,806,4,0.0,1.0,0.0,0.0,0.0,9.0,0.0,9.0,3.0,3.0,5.0,35.0,13.0,15.0,4.0,0.0,7.0,11.0,15.0,2.0,13.0,7.0,3.0,3.0,2.0,1.0,0.0,108.5,4.0,0.0,15.0,13.0,5.0,8.0,24.0,1.0,57.0,0.0,38.0,0.0,94.73684210526316,54.166666666666664,47.61904761904761,6.547619047619051
