matchId,squadId,oppSquadId,badHands,badPasses,blocked,blocks,breaks,centrePassReceives,contactPenalties,defensiveRebounds,deflections,feeds,gain,goalAssists,goalAttempts,goalMisses,goals,goalsFromCentrePass,goalsFromGain,goalsFromTurnovers,intercepts,missedGoalTurnover,obstructionPenalties,offensiveRebounds,offsides,penalties,pickups,rebounds,timeInPossession,tossUpWin,turnovers,possessions,pacePer60,offensiveRating,defensiveRating,netRating
96440103,811,813,4,3,0,0,0,44,58,3,16,53,7,31,53,6,47,28,6,11,4,0,21,2,0,79,6,5,47,0,27,78,77.03703703703704,60.256410256410255,61.72839506172839,-1.4719848053181366
96440103,813,811,3,3,0,0,1,43,42,1,16,62,1,29,68,18,50,34,3,11,0,0,11,9,0,55,9,10,53,0,22,81,80.0,61.72839506172839,60.256410256410255,1.4719848053181366
