matchId,squadId,GS,GA,WA,C,WD,GD,GK,startingTime,finishTime,teamStartScore,teamEndScore,oppStartScore,oppEndScore,duration,plusMinus,plusMinusPer60,oppSquadId
105650105,812,999128,1001846,80301,80535,80813,80814,80010,0,906,0,11,0,13,906,-2,-7.9470198675496695,833
105650105,812,1006558,999128,80301,80146,80535,80814,80010,906,1171,11,13,13,16,265,-1,-13.584905660377357,833
105650105,812,1006558,999128,1001846,80146,80535,80814,80010,1171,1813,13,20,16,27,642,-4,-22.429906542056077,833
105650105,812,999128,1001846,80301,80535,80146,80127,80010,1813,2165,20,23,27,28,352,2,20.454545454545457,833
105650105,812,999128,1001846,80148,80535,80146,80127,80010,2165,3626,23,45,28,42,1461,8,19.712525667351127,833
105650105,833,1001865,80555,80558,1010505,1009731,80559,999135,0,1813,0,27,0,20,1813,7,13.8996138996139,812
105650105,833,1001865,80555,80558,1010506,1009731,80559,999135,1813,2272,27,28,20,25,459,-4,-31.372549019607842,812
105650105,833,1001865,1010126,80558,1010506,1009731,80559,999135,2272,2324,28,29,25,25,52,1,69.23076923076923,812
105650105,833,1001865,1010126,80558,1013703,1009731,80559,999135,2324,2722,29,33,25,32,398,-3,-27.135678391959797,812
105650105,833,1001865,1009721,80558,1010505,1009731,80559,999135,2722,3626,33,42,32,45,904,-4,-15.929203539823009,812
