matchId,squadId,oppSquadId,playerId,period,badHands,badPasses,blocked,blocks,breaks,centrePassReceives,centrePassToGoalPerc,contactPenalties,deflectionWithGain,deflectionWithNoGain,disposals,feedWithAttempt,feeds,gain,gainToGoalPerc,generalPlayTurnovers,goalAssists,goalAttempts,goalMisses,goals,interceptPassThrown,intercepts,minutesPlayed,missedGoalTurnover,obstructionPenalties,offsides,passes,penalties,pickups,possessionChanges,possessions,quartersPlayed,rebounds,tossUpWin
105650105,812,833,80010,1,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,1,0,0,0,0,0,2,15,0,2,0,0,5,0,1,2,1,0,0
105650105,812,833,80010,2,0,0,0,0,0,0,0,3,0,0,1,0,0,2,0,0,0,0,0,0,0,2,15,0,1,0,0,4,0,0,3,1,0,0
105650105,812,833,80010,3,0,0,0,0,0,0,0,2,1,0,1,0,0,6,0,0,0,0,0,0,0,2,15,0,1,0,0,3,0,0,6,1,3,0
105650105,812,833,80010,4,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,1,15,0,1,0,0,2,0,0,3,1,1,0
105650105,812,833,80127,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105650105,812,833,80127,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105650105,812,833,80127,3,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,15,0,2,0,0,2,0,0,3,1,1,0
105650105,812,833,80127,4,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,15,0,2,0,1,3,1,0,1,1,0,0
105650105,812,833,80146,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105650105,812,833,80146,2,0,1,0,0,0,0,0,4,0,0,2,2,2,0,0,4,2,0,0,0,1,0,15,0,0,0,2,4,0,4,0,1,0,0
105650105,812,833,80146,3,0,0,0,0,0,0,0,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,15,0,1,0,0,6,0,0,0,1,0,0
105650105,812,833,80146,4,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,15,0,0,0,0,1,1,1,3,1,0,0
105650105,812,833,80148,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105650105,812,833,80148,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105650105,812,833,80148,3,0,0,0,0,0,3,0,0,0,0,5,3,5,0,0,2,3,0,0,0,2,0,10,0,0,0,5,0,1,2,4,1,0,0
105650105,812,833,80148,4,0,0,0,0,0,5,0,0,0,0,6,2,6,0,0,1,2,0,0,0,0,0,15,0,0,1,6,0,0,1,5,1,0,0
105650105,812,833,80301,1,0,1,0,0,0,6,0,0,0,0,4,3,4,0,0,2,3,0,0,0,1,0,15,0,0,0,4,0,1,2,7,1,0,0
105650105,812,833,80301,2,0,0,0,0,0,1,0,1,0,0,3,2,3,1,0,0,1,0,0,0,0,1,5,0,0,0,3,1,1,0,3,1,0,0
105650105,812,833,80301,3,0,0,0,0,0,3,0,2,0,0,2,1,1,0,0,2,1,0,0,0,2,0,6,0,0,0,1,2,0,2,4,1,0,0
105650105,812,833,80301,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105650105,812,833,80532,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105650105,812,833,80532,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105650105,812,833,80532,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105650105,812,833,80532,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105650105,812,833,80535,1,0,0,0,0,0,0,0,1,0,1,5,3,5,2,0,1,3,0,0,0,0,2,15,0,0,0,5,1,0,1,2,1,0,0
105650105,812,833,80535,2,0,0,0,0,0,2,0,3,1,1,0,0,0,1,0,0,0,0,0,0,0,0,15,0,1,0,0,4,0,0,2,1,0,0
105650105,812,833,80535,3,0,0,0,0,0,0,0,0,0,1,7,5,6,1,0,2,3,0,0,0,2,1,15,0,3,1,6,3,1,2,4,1,0,0
105650105,812,833,80535,4,0,0,0,0,0,0,0,0,0,1,14,10,13,3,0,3,6,0,0,0,3,3,15,0,0,0,13,0,0,3,4,1,0,0
105650105,812,833,80813,1,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,15,0,1,0,0,5,0,1,0,1,0,0
105650105,812,833,80813,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105650105,812,833,80813,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105650105,812,833,80813,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105650105,812,833,80814,1,0,0,0,0,0,1,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,1,15,0,2,0,0,6,1,0,3,1,0,0
105650105,812,833,80814,2,0,0,0,0,0,0,0,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,15,0,1,0,0,5,0,0,1,1,1,0
105650105,812,833,80814,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105650105,812,833,80814,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105650105,812,833,999128,1,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,1,0,8,0,8,1,0,15,0,0,1,0,0,0,1,8,1,0,0
