matchId,squadId,oppSquadId,badHands,badPasses,blocked,blocks,breaks,centrePassReceives,contactPenalties,defensiveRebounds,deflections,feeds,gain,goalAssists,goalAttempts,goalMisses,goals,goalsFromCentrePass,goalsFromGain,goalsFromTurnovers,intercepts,missedGoalTurnover,obstructionPenalties,offensiveRebounds,offsides,penalties,pickups,rebounds,timeInPossession,tossUpWin,turnovers,possessions,pacePer60,offensiveRating,defensiveRating,netRating
96440101,811,813,4,4,0,1,1,46,52,3,13,71,8,30,58,8,50,32,8,10,5,0,24,3,0,77,12,6,53,0,19,74,73.42888643880926,67.56756756756756,61.111111111111114,6.456456456456451
96440101,813,811,2,4,1,0,0,46,40,2,19,68,5,23,53,9,44,30,5,9,3,0,29,1,1,69,10,3,47,0,20,72,71.44432194046306,61.111111111111114,67.56756756756756,-6.456456456456451
