matchId,squadId,attempt1,attempt2,attempt_from_zone1,attempt_from_zone2,badHands,badPasses,blocked,blocks,breaks,centrePassReceives,centrePassToGoalPerc,contactPenalties,deflectionPossessionGain,deflectionWithGain,deflectionWithNoGain,deflections,feedWithAttempt,feeds,gain,gainToGoalPerc,generalPlayTurnovers,goal1,goal2,goalAssists,goalAttempts,goalMisses,goal_from_zone1,goal_from_zone2,goals,goalsFromCentrePass,goalsFromGain,goalsFromTurnovers,interceptPassThrown,intercepts,missedGoalTurnover,missedShotConversion,netPoints,obstructionPenalties,offsides,penalties,pickups,points,possessionChanges,rebounds,timeInPossession,tossUpWin,turnoverToGoalPerc,unforcedTurnovers,offensiveRebounds,possessions,pacePer60,offensiveRating,defensiveRating,netRating
113910704,804,47.0,7.0,47.0,7.0,2.0,7.0,1.0,0.0,0.0,53.0,56.0,40.0,6.0,6.0,13.0,19.0,51.0,81.0,14.0,50.0,33.0,41.0,5.0,43.0,54.0,8.0,41.0,5.0,46.0,32.0,7.0,7.0,7.0,5.0,2.0,38.0,257.5,13.0,3.0,53.0,17.0,51.0,35.0,6.0,47.0,0.0,64.0,20.0,3.0,89.0,89.0,51.68539325842697,66.66666666666666,-14.981273408239687
113910704,8119,72.0,3.0,72.0,3.0,3.0,2.0,0.0,1.0,0.0,54.0,73.0,41.0,7.0,7.0,19.0,26.0,67.0,83.0,15.0,73.0,22.0,61.0,3.0,55.0,75.0,11.0,61.0,3.0,64.0,40.0,11.0,13.0,5.0,7.0,3.0,55.0,407.5,6.0,1.0,47.0,12.0,67.0,25.0,7.0,53.0,0.0,65.0,11.0,6.0,96.0,96.0,66.66666666666666,51.68539325842697,14.981273408239687
