matchId,playerId,squadId,startingPos,startingTime,finishPos,finishTime,duration
103930702,1010545,801,GS,0,S,2887,2887
103930702,1010545,801,S,2887,S,3628,741
103930702,1004493,801,GA,0,S,2723,2723
103930702,1004493,801,S,2723,GS,2887,164
103930702,1004493,801,GS,2887,GS,3628,741
103930702,80301,801,WA,0,WA,3628,3628
103930702,993702,801,C,0,S,2723,2723
103930702,993702,801,S,2723,S,3628,905
103930702,994232,801,WD,0,S,2197,2197
103930702,994232,801,S,2197,S,3628,1431
103930702,80057,801,GD,0,GD,3628,3628
103930702,80440,801,GK,0,GK,3628,3628
103930702,1004465,801,S,0,GA,2723,2723
103930702,1004465,801,GA,2723,GA,3628,905
103930702,80558,801,S,0,C,2723,2723
103930702,80558,801,C,2723,C,3628,905
103930702,999806,801,S,0,WD,2197,2197
103930702,999806,801,WD,2197,WD,3628,1431
103930702,80078,807,GS,0,GS,3628,3628
103930702,993463,807,GA,0,GA,3628,3628
103930702,992954,807,WA,0,WA,3628,3628
103930702,1000831,807,C,0,C,3628,3628
103930702,991905,807,WD,0,WD,3628,3628
103930702,1006231,807,GD,0,GD,3628,3628
103930702,80080,807,GK,0,GK,3628,3628
103930702,991903,807,S,0,S,3628,3628
103930702,1007219,807,S,0,S,3628,3628
103930702,1007306,807,S,0,S,3628,3628
