matchId,squadId,GS,GA,WA,C,WD,GD,GK,startingTime,finishTime,teamStartScore,teamEndScore,oppStartScore,oppEndScore,duration,plusMinus,plusMinusPer60,oppSquadId
98181003,802,80198,80540,80699,80028,80223,80524,80428,0.0,718.0,0,11,0,19,718.0,-8,-40.11142061281337,808
98181003,802,80198,80565,80699,80526,80223,80524,80428,718.0,1261.0,11,16,19,32,543.0,-8,-53.038674033149164,808
98181003,802,80540,80198,80028,80526,80223,80524,80428,1261.0,1495.0,16,20,32,35,234.0,1,15.384615384615385,808
98181003,802,80540,80198,80028,80526,80223,80247,80428,1495.0,1813.0,20,24,35,42,318.0,-3,-33.9622641509434,808
98181003,802,80540,80198,80028,80526,80223,80428,80247,1813.0,2720.0,24,36,42,64,907.0,-10,-39.69128996692392,808
98181003,802,80540,80565,80699,80526,80223,80247,80428,2720.0,3039.0,36,45,64,70,319.0,3,33.85579937304075,808
98181003,802,80540,80565,80699,80526,80223,80428,80646,3039.0,3323.0,45,46,70,76,284.0,-5,-63.38028169014084,808
98181003,802,80198,80565,80699,80526,80223,80428,80646,3323.0,3632.0,46,51,76,81,309.0,0,0.0,808
98181003,808,80826,80287,80477,80424,80095,80478,80225,0.0,2720.0,0,64,0,36,2720.0,28,37.05882352941176,802
98181003,808,80826,80469,80477,80424,80095,80478,80225,2720.0,3632.0,64,81,36,51,912.0,2,7.894736842105264,802
