matchId,playerId,squadId,minutesPlayed,oppSquadId
105640101,80113,811,30.716666666666665,813
105640101,80475,811,30.716666666666665,813
105640101,994224,811,55.2,813
105640101,991901,811,36.53333333333333,813
105640101,991905,811,30.716666666666665,813
105640101,80577,811,61.016666666666666,813
105640101,80343,811,45.95,813
105640101,993463,811,30.3,813
105640101,80052,811,30.3,813
105640101,80575,811,30.3,813
105640101,80470,811,30.3,813
105640101,994213,811,15.066666666666666,813
105640101,1003479,813,25.6,811
105640101,80100,813,61.016666666666666,811
105640101,80477,813,61.016666666666666,811
105640101,80105,813,61.016666666666666,811
105640101,1001698,813,21.8,811
105640101,80099,813,61.016666666666666,811
105640101,80225,813,39.85,811
105640101,80287,813,15.066666666666666,811
105640101,80710,813,20.35,811
105640101,994117,813,39.21666666666667,811
105640101,80699,813,0.0,811
105640101,80305,813,21.166666666666668,811
