matchId,squadId,oppSquadId,playerId,period,badHands,badPasses,blocked,blocks,breaks,centrePassReceives,contactPenalties,defensiveRebounds,deflections,feeds,gain,goalAssists,goalAttempts,goalMisses,goals,intercepts,missedGoalTurnover,obstructionPenalties,offensiveRebounds,offsides,penalties,pickups,rebounds,tossUpWin,turnovers
80351302,801,805,80001,1,0,0,0,0,0,3,3,0,1,7,0,4,0,0,0,0,0,0,0,0,3,0,0,0,2
80351302,801,805,80001,2,0,1,0,0,0,1,1,0,1,8,1,3,0,0,0,0,0,1,0,0,2,0,0,0,1
80351302,801,805,80001,3,0,0,0,0,0,0,0,0,0,12,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
80351302,801,805,80001,4,0,0,0,0,0,2,2,0,0,12,0,7,0,0,0,0,0,0,0,0,2,0,0,0,0
80351302,801,805,80014,1,0,0,0,0,0,0,2,0,0,2,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0
80351302,801,805,80014,2,0,0,0,0,0,0,2,0,1,4,0,1,0,0,0,0,0,1,0,0,3,1,0,0,0
80351302,801,805,80014,3,0,0,0,0,0,0,5,0,0,5,1,3,0,0,0,1,0,0,0,0,5,0,0,0,0
80351302,801,805,80014,4,0,1,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,2,0,1,3,0,0,0,1
80351302,801,805,80045,1,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
80351302,801,805,80045,2,1,0,0,0,0,3,2,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2
80351302,801,805,80045,3,0,0,0,0,0,7,3,0,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
80351302,801,805,80045,4,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0
80351302,801,805,80048,1,0,0,0,0,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0
80351302,801,805,80048,2,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,1
80351302,801,805,80048,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80351302,801,805,80048,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80351302,801,805,80067,1,0,0,0,0,0,0,3,0,0,0,0,0,7,2,5,0,0,0,0,0,3,0,0,0,1
80351302,801,805,80067,2,0,0,0,0,0,3,1,0,0,2,0,1,3,0,3,0,0,0,0,0,1,0,0,0,0
80351302,801,805,80067,3,0,0,0,0,0,6,0,0,0,3,0,3,8,1,7,0,0,0,0,0,0,0,0,0,0
80351302,801,805,80067,4,0,0,0,0,0,5,0,0,0,2,0,1,5,1,4,0,0,0,0,0,0,0,0,0,1
80351302,801,805,80068,1,0,1,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2
80351302,801,805,80068,2,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0
80351302,801,805,80068,3,0,0,0,0,0,4,1,1,1,0,2,0,0,0,0,1,0,1,0,0,2,0,1,0,0
80351302,801,805,80068,4,0,1,0,0,0,3,2,0,0,1,1,1,0,0,0,1,0,2,0,0,4,0,0,0,1
80351302,801,805,80295,1,0,1,0,0,0,0,0,0,1,1,0,1,6,2,4,0,0,0,1,0,0,0,1,0,3
80351302,801,805,80295,2,0,0,0,0,0,0,0,0,0,1,0,1,13,2,11,0,0,0,1,0,0,0,1,0,1
80351302,801,805,80295,3,0,0,0,0,0,0,0,0,0,0,0,0,16,0,16,0,0,0,1,0,0,1,1,0,0
80351302,801,805,80295,4,0,0,0,0,0,0,1,0,0,1,0,1,15,1,14,0,0,0,0,0,1,0,0,0,2
80351302,801,805,80346,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80351302,801,805,80346,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80351302,801,805,80346,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80351302,801,805,80346,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80351302,801,805,80440,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80351302,801,805,80440,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80351302,801,805,80440,3,0,0,0,0,0,0,4,1,2,0,1,0,0,0,0,0,0,1,0,0,5,0,1,0,0
80351302,801,805,80440,4,0,0,0,1,0,0,1,0,2,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
80351302,801,805,80576,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80351302,801,805,80576,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80351302,801,805,80576,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80351302,801,805,80576,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80351302,801,805,991898,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80351302,801,805,991898,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80351302,801,805,991898,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80351302,801,805,991898,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
