matchId,squadId,oppSquadId,attempt1,attempt2,attempt_from_zone1,attempt_from_zone2,badHands,badPasses,blocked,blocks,breaks,centrePassReceives,centrePassToGoalPerc,contactPenalties,deflectionPossessionGain,deflectionWithGain,deflectionWithNoGain,deflections,disposals,feedWithAttempt,feeds,gain,gainToGoalPerc,generalPlayTurnovers,goal1,goal2,goalAssists,goalAttempts,goalMisses,goal_from_zone1,goal_from_zone2,goals,goalsFromCentrePass,goalsFromGain,goalsFromTurnovers,interceptPassThrown,intercepts,missedGoalTurnover,missedShotConversion,netPoints,obstructionPenalties,offsides,passes,penalties,pickups,points,possessionChanges,possessions,rebounds,timeInPossession,tossUpWin,turnoverToGoalPerc,offensiveRebounds,pacePer60,offensiveRating,defensiveRating,netRating
111081204,801,8118,55.0,12.0,55.0,12.0,3.0,8.0,0.0,4.0,2.0,49.0,63.0,27.0,4.0,4.0,27.0,31.0,159.0,58.0,77.0,14.0,50.0,33.0,48.0,3.0,42.0,67.0,16.0,48.0,3.0,51.0,35.0,7.0,9.0,10.0,5.0,0.0,56.0,295.0,16.0,3.0,77.0,43.0,11.0,54.0,36.0,98.0,16.0,46.0,0.0,27.0,9.0,98.0,52.04081632653062,51.32743362831859,0.7133826982120297
111081204,8118,801,65.0,13.0,65.0,13.0,6.0,3.0,4.0,0.0,2.0,52.0,61.0,46.0,5.0,5.0,14.0,19.0,190.0,65.0,89.0,18.0,61.0,27.0,52.0,6.0,47.0,78.0,20.0,52.0,6.0,58.0,34.0,11.0,13.0,5.0,10.0,0.0,30.0,361.5,11.0,4.0,89.0,57.0,19.0,64.0,33.0,113.0,13.0,54.0,0.0,36.0,6.0,113.0,51.32743362831859,52.04081632653062,-0.7133826982120297
