matchId,squadId,badHands,badPasses,blocked,blocks,breaks,centrePassReceives,centrePassToGoalPerc,contactPenalties,deflectionPossessionGain,deflectionWithGain,deflectionWithNoGain,disposals,feedWithAttempt,feeds,gain,gainToGoalPerc,generalPlayTurnovers,goalAssists,goalAttempts,goalMisses,goals,goalsFromCentrePass,goalsFromGain,goalsFromTurnovers,interceptPassThrown,intercepts,missedGoalTurnover,missedShotConversion,netPoints,obstructionPenalties,offsides,passes,penalties,pickups,possessionChanges,possessions,rebounds,timeInPossession,tossUpWin,turnoverToGoalPerc,offensiveRebounds,pacePer60,offensiveRating,defensiveRating,netRating
107240202,810,5.0,6.0,0.0,0.0,1.0,61.0,63.0,42.0,0.0,0.0,8.0,172.0,64.0,99.0,7.0,71.0,30.0,52.0,66.0,11.0,55.0,43.0,5.0,7.0,11.0,5.0,0.0,36.0,248.5,12.0,0.0,99.0,54.0,14.0,34.0,99.0,5.0,48.0,0.0,44.0,4.0,97.77777777777777,55.55555555555556,72.72727272727273,-17.171717171717177
107240202,8117,3.0,3.0,1.0,0.0,4.0,64.0,85.0,27.0,3.0,3.0,12.0,200.0,78.0,97.0,15.0,40.0,14.0,70.0,91.0,11.0,80.0,58.0,6.0,16.0,5.0,12.0,0.0,27.0,541.5,14.0,1.0,97.0,41.0,11.0,16.0,110.0,6.0,52.0,0.0,47.0,3.0,108.64197530864197,72.72727272727273,55.55555555555556,17.171717171717177
