matchId,squadId,GS,GA,WA,C,WD,GD,GK,startingTime,finishTime,teamStartScore,teamEndScore,oppStartScore,oppEndScore,duration,plusMinus,plusMinusPer60
111080103,8118,80113,80150,1001708,80701,1001356,993358,991899,0.0,645.0,0,10,0,8,645.0,2,11.162790697674419
111080103,8118,80150,80113,1001708,80701,1001356,993358,991899,645.0,653.0,10,12,8,8,8.0,2,900.0
111080103,8118,80150,1001708,80113,80701,1001356,993358,991899,653.0,673.0,12,12,8,9,20.0,-1,-180.0
111080103,8118,80150,1001708,995217,80701,1001356,993358,991899,673.0,1051.0,12,20,9,18,378.0,-1,-9.523809523809524
111080103,8118,80150,995217,1001708,80701,1001356,993358,991899,1051.0,1082.0,20,20,18,18,31.0,0,0.0
111080103,8118,80113,80150,1001708,80701,1001356,993358,991899,1082.0,2085.0,20,37,18,34,1003.0,1,3.589232303090728
111080103,8118,80113,80150,1001708,80701,1001356,993358,1013638,2085.0,2386.0,37,42,34,39,301.0,0,0.0
111080103,8118,80113,80150,995217,80701,1001356,993358,1013638,2386.0,2419.0,42,42,39,41,33.0,-2,-218.18181818181816
111080103,8118,1001708,80150,995217,80701,1001356,993358,1013638,2419.0,2444.0,42,42,41,41,25.0,0,0.0
111080103,8118,1001708,80150,995217,80701,1001356,993358,80470,2444.0,2700.0,42,46,41,49,256.0,-4,-56.25
111080103,8118,80113,80150,1001708,80701,1001356,993358,1013638,2700.0,3005.0,46,50,49,54,305.0,-1,-11.80327868852459
111080103,8118,80113,80150,1001708,80701,1001356,80470,991899,3005.0,3268.0,50,53,54,59,263.0,-2,-27.376425855513304
111080103,8118,1019169,80150,1001708,80701,1001356,80470,991899,3268.0,3600.0,53,61,59,63,332.0,4,43.373493975903614
111080103,806,1001944,999128,80439,80574,1007304,1001803,998404,0.0,447.0,0,4,0,8,447.0,-4,-32.21476510067114
111080103,806,1001944,999128,1001846,80574,1007304,1001803,998404,447.0,1003.0,4,18,8,20,556.0,2,12.949640287769784
111080103,806,1001944,1001711,1001846,80574,1007304,1001803,998404,1003.0,1185.0,18,19,20,21,182.0,0,0.0
111080103,806,999128,1001711,1001846,80574,1007304,1001803,998404,1185.0,1263.0,19,19,21,22,78.0,-1,-46.15384615384615
111080103,806,999128,1001711,1001846,80439,1007304,1001803,998404,1263.0,1418.0,19,22,22,23,155.0,2,46.4516129032258
111080103,806,1001944,999128,1001846,80439,1007304,1001803,998404,1418.0,1730.0,22,28,23,31,312.0,-2,-23.076923076923077
111080103,806,1001944,999128,80574,80439,1007304,1001803,998404,1730.0,1800.0,28,28,31,33,70.0,-2,-102.85714285714285
111080103,806,1001944,999128,1001846,80439,80574,1001803,998404,1800.0,2085.0,28,34,33,37,285.0,2,25.263157894736842
111080103,806,1001944,1001711,80439,80574,1007304,1001803,998404,2085.0,2382.0,34,39,37,42,297.0,0,0.0
111080103,806,1001944,1001711,80439,80574,1007304,1013674,998404,2382.0,2444.0,39,41,42,42,62.0,2,116.1290322580645
111080103,806,1001944,1001711,999128,80439,1007304,1013674,998404,2444.0,2461.0,41,41,42,42,17.0,0,0.0
111080103,806,1001944,999128,1001711,80439,1007304,1013674,998404,2461.0,2510.0,41,41,42,46,49.0,-4,-293.8775510204082
111080103,806,1001944,1001803,1001711,80439,1007304,1013674,998404,2510.0,2549.0,41,42,46,46,39.0,1,92.3076923076923
111080103,806,1001944,1013674,1001711,80439,1007304,999128,998404,2549.0,2570.0,42,42,46,46,21.0,0,0.0
111080103,806,1001944,999128,1001711,80439,1007304,1013674,998404,2570.0,2686.0,42,47,46,46,116.0,5,155.17241379310346
111080103,806,1001944,80574,80439,1001711,1007304,1013674,998404,2686.0,2700.0,47,49,46,46,14.0,2,514.2857142857142
111080103,806,1001711,80439,999128,1001803,1007304,1013674,998404,2700.0,2811.0,49,49,46,47,111.0,-1,-32.43243243243243
111080103,806,1001711,80439,999128,80574,1007304,1001803,998404,2811.0,2845.0,49,50,47,47,34.0,1,105.88235294117648
111080103,806,1001711,80439,1001846,80574,1007304,1001803,998404,2845.0,2898.0,50,51,47,49,53.0,-1,-67.9245283018868
111080103,806,1001711,999128,1001846,80574,1007304,1001803,998404,2898.0,3600.0,51,63,49,61,702.0,0,0.0
