matchId,squadId,playerId,badHands,badPasses,blocked,blocks,breaks,centrePassReceives,centrePassToGoalPerc,contactPenalties,deflectionPossessionGain,deflectionWithGain,deflectionWithNoGain,disposals,feedWithAttempt,feeds,gain,gainToGoalPerc,generalPlayTurnovers,goalAssists,goalAttempts,goalMisses,goals,interceptPassThrown,intercepts,minutesPlayed,missedGoalTurnover,netPoints,obstructionPenalties,offsides,passes,penalties,pickups,possessionChanges,possessions,quartersPlayed,rebounds,tossUpWin,reboundsPer60,netPointsPer60,penaltiesPer60,centrePassToGoalPercPer60,generalPlayTurnoversPer60,deflectionWithNoGainPer60,interceptPassThrownPer60,gainPer60,possessionsPer60,goalMissesPer60,blockedPer60,passesPer60,deflectionWithGainPer60,goalAssistsPer60,disposalsPer60,tossUpWinPer60,centrePassReceivesPer60,obstructionPenaltiesPer60,feedsPer60,goalsPer60,offsidesPer60,badPassesPer60,breaksPer60,blocksPer60,badHandsPer60,missedGoalTurnoverPer60,deflectionPossessionGainPer60,possessionChangesPer60,goalAttemptsPer60,contactPenaltiesPer60,quartersPlayedPer60,minutesPlayedPer60,feedWithAttemptPer60,pickupsPer60,interceptsPer60,gainToGoalPercPer60,plusMinus,plusMinusPer60
103930901,804,80045,0.0,0.0,0.0,0.0,0.0,6.0,0.0,10.0,2.0,2.0,3.0,1.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,60.0,0.0,67.0,0.0,0.0,0.0,10.0,4.0,1.0,16.0,4.0,0.0,0.0,0.0,67.0,10.0,0.0,1.0,3.0,1.0,4.0,16.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,10.0,4.0,60.0,0.0,4.0,2.0,0.0,7.0,7.0
103930901,804,80293,1.0,1.0,0.0,0.0,0.0,23.0,0.0,1.0,1.0,1.0,0.0,38.0,4.0,5.0,2.0,0.0,4.0,3.0,30.0,2.0,28.0,0.0,1.0,60.0,0.0,63.5,0.0,0.0,5.0,1.0,0.0,5.0,57.0,4.0,0.0,0.0,0.0,63.5,1.0,0.0,4.0,0.0,0.0,2.0,57.0,2.0,0.0,5.0,1.0,3.0,38.0,0.0,23.0,0.0,5.0,28.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,5.0,30.0,1.0,4.0,60.0,4.0,0.0,1.0,0.0,7.0,7.0
103930901,804,80540,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,43.0,2.0,4.0,0.0,0.0,3.0,2.0,39.0,2.0,37.0,0.0,0.0,60.0,0.0,75.5,1.0,0.0,4.0,4.0,3.0,3.0,42.0,4.0,0.0,0.0,0.0,75.5,4.0,0.0,3.0,0.0,0.0,0.0,42.0,2.0,0.0,4.0,0.0,2.0,43.0,0.0,0.0,1.0,4.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,39.0,3.0,4.0,60.0,2.0,3.0,0.0,0.0,7.0,7.0
103930901,804,80577,0.0,0.0,0.0,0.0,0.0,3.0,0.0,18.0,2.0,2.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,60.0,0.0,54.5,7.0,0.0,0.0,25.0,3.0,0.0,9.0,4.0,0.0,0.0,0.0,54.5,25.0,0.0,0.0,3.0,0.0,4.0,9.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,18.0,4.0,60.0,0.0,3.0,2.0,0.0,7.0,7.0
103930901,804,991901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,1.0,0.0,27.0,19.0,27.0,2.0,0.0,3.0,17.0,0.0,0.0,0.0,1.0,1.0,60.0,0.0,97.5,2.0,0.0,27.0,7.0,5.0,3.0,10.0,4.0,0.0,0.0,0.0,97.5,7.0,0.0,3.0,0.0,1.0,2.0,10.0,0.0,0.0,27.0,1.0,17.0,27.0,0.0,0.0,2.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,5.0,4.0,60.0,19.0,5.0,1.0,0.0,7.0,7.0
103930901,804,994224,1.0,0.0,0.0,0.0,0.0,28.0,0.0,6.0,1.0,1.0,0.0,64.0,41.0,63.0,2.0,0.0,6.0,40.0,0.0,0.0,0.0,3.0,1.0,60.0,0.0,100.5,2.0,1.0,63.0,8.0,3.0,6.0,34.0,4.0,0.0,0.0,0.0,100.5,8.0,0.0,6.0,0.0,3.0,2.0,34.0,0.0,0.0,63.0,1.0,40.0,64.0,0.0,28.0,2.0,63.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,6.0,0.0,6.0,4.0,60.0,41.0,3.0,1.0,0.0,7.0,7.0
103930901,804,1001712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103930901,804,1001713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103930901,804,1001716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103930901,804,1001920,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,3.0,3.0,3.0,3.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,60.0,0.0,65.5,8.0,0.0,0.0,17.0,1.0,0.0,8.0,4.0,0.0,0.0,0.0,65.5,17.0,0.0,0.0,3.0,0.0,6.0,8.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,9.0,4.0,60.0,0.0,1.0,3.0,0.0,7.0,7.0
103930901,806,80439,0.0,1.0,0.0,0.0,0.0,4.0,0.0,9.0,0.0,0.0,0.0,29.0,21.0,29.0,0.0,0.0,3.0,19.0,0.0,0.0,0.0,2.0,0.0,60.8,0.0,61.5,2.0,2.0,29.0,12.0,3.0,3.0,9.0,4.0,0.0,0.0,0.0,60.69078947368421,11.842105263157896,0.0,2.960526315789474,0.0,1.973684210526316,0.0,8.881578947368421,0.0,0.0,28.618421052631582,0.0,18.75,28.618421052631582,0.0,3.947368421052632,1.973684210526316,28.618421052631582,0.0,1.973684210526316,0.986842105263158,0.0,0.0,0.0,0.0,0.0,2.960526315789474,0.0,8.881578947368421,3.947368421052632,60.0,20.72368421052632,2.960526315789474,0.0,0.0,-7.0,-6.907894736842106
103930901,806,80574,0.0,1.0,0.0,0.0,0.0,21.0,0.0,5.0,1.0,1.0,0.0,25.0,15.0,23.0,2.0,0.0,3.0,15.0,0.0,0.0,0.0,1.0,1.0,60.8,0.0,49.5,0.0,1.0,23.0,5.0,0.0,3.0,24.0,4.0,0.0,0.0,0.0,48.84868421052632,4.934210526315789,0.0,2.960526315789474,0.0,0.986842105263158,1.973684210526316,23.68421052631579,0.0,0.0,22.697368421052634,0.986842105263158,14.80263157894737,24.67105263157895,0.0,20.72368421052632,0.0,22.697368421052634,0.0,0.986842105263158,0.986842105263158,0.0,0.0,0.0,0.0,0.986842105263158,2.960526315789474,0.0,4.934210526315789,3.947368421052632,60.0,14.80263157894737,0.0,0.986842105263158,0.0,-7.0,-6.907894736842106
103930901,806,991904,0.0,0.0,0.0,0.0,0.0,4.0,0.0,6.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,44.6,0.0,6.5,5.0,0.0,0.0,11.0,2.0,2.0,7.0,4.0,0.0,0.0,0.0,8.74439461883408,14.798206278026905,0.0,2.6905829596412554,5.381165919282511,2.6905829596412554,0.0,9.417040358744394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.381165919282511,6.726457399103138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6905829596412554,0.0,8.071748878923767,5.381165919282511,60.0,0.0,2.6905829596412554,0.0,0.0,0.0,0.0
103930901,806,998404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,1.0,4.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,60.0,0.0,47.0,3.0,0.0,0.0,14.0,0.0,0.0,5.0,4.0,0.0,0.0,0.0,47.0,14.0,0.0,0.0,4.0,0.0,4.0,5.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,11.0,4.0,60.0,0.0,0.0,3.0,0.0,-7.0,-7.0
103930901,806,999128,0.0,0.0,0.0,0.0,0.0,29.0,0.0,1.0,0.0,0.0,2.0,33.0,16.0,21.0,1.0,0.0,4.0,15.0,11.0,1.0,10.0,4.0,1.0,60.0,0.0,82.0,1.0,1.0,21.0,2.0,3.0,4.0,46.0,4.0,1.0,0.0,1.0,82.0,2.0,0.0,4.0,2.0,4.0,1.0,46.0,1.0,0.0,21.0,0.0,15.0,33.0,0.0,29.0,1.0,21.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,11.0,1.0,4.0,60.0,16.0,3.0,1.0,0.0,-7.0,-7.0
