matchId,squadId,GS,GA,WA,C,WD,GD,GK,startingTime,finishTime,teamStartScore,teamEndScore,oppStartScore,oppEndScore,duration,plusMinus,plusMinusPer60
98180504,803,80710,80444,80301,80175,80571,80099,80582,0,1459,0,23,0,26,1459,-3,-7.402330363262509
98180504,803,80710,80444,80301,80175,80427,80099,80582,1459,1670,23,27,26,31,211,-1,-17.061611374407583
98180504,803,80710,80444,80301,80175,80571,80099,80582,1670,2135,27,32,31,39,465,-3,-23.225806451612904
98180504,803,80710,80301,80506,80175,80571,80099,80582,2135,2719,32,39,39,48,584,-2,-12.328767123287673
98180504,803,80710,80444,80301,80175,80427,80099,80582,2719,3623,39,57,48,58,904,8,31.858407079646017
98180504,802,80540,80198,80699,80028,80223,80428,80524,0,1670,0,31,0,27,1670,4,8.622754491017965
98180504,802,80540,80198,80699,80028,80223,80428,80247,1670,1673,31,31,27,27,3,0,0.0
98180504,802,80198,80540,80699,80028,80223,80428,80247,1673,1815,31,33,27,28,142,1,25.352112676056336
98180504,802,80540,80198,80699,80028,80223,80428,80247,1815,2135,33,39,28,32,320,2,22.5
98180504,802,80198,80540,80699,80028,80223,80428,80247,2135,3056,39,51,32,48,921,-4,-15.635179153094462
98180504,802,80198,80565,80699,80028,80223,80428,80247,3056,3249,51,54,48,52,193,-1,-18.65284974093264
98180504,802,80540,80198,80028,80565,80223,80428,80247,3249,3623,54,58,52,57,374,-1,-9.62566844919786
