matchId,squadId,GS,GA,WA,C,WD,GD,GK,startingTime,finishTime,teamStartScore,teamEndScore,oppStartScore,oppEndScore,duration,plusMinus,plusMinusPer60
98180104,806,80052,80072,80069,80574,80105,1003784,80048,0,2730,0,44,0,27,2730,17,22.417582417582416
98180104,806,80052,80072,80574,80105,991904,1003784,80048,2730,2918,44,47,27,30,188,0,0.0
98180104,806,80475,80072,80574,80105,991904,1003784,80048,2918,3306,47,51,30,37,388,-3,-27.83505154639175
98180104,806,80475,80072,80574,80105,1003784,80048,1001803,3306,3456,51,55,37,40,150,1,24.0
98180104,806,1001557,80072,80574,80105,1003784,80048,1001803,3456,3631,55,57,40,42,175,0,0.0
98180104,804,80570,994215,80041,994224,991901,80577,80010,0,905,0,9,0,16,905,-7,-27.845303867403317
98180104,804,1001717,994215,80041,994224,991901,80577,80010,905,1337,9,14,16,23,432,-2,-16.666666666666668
98180104,804,1001717,994215,80041,994224,991901,994226,80010,1337,1813,14,18,23,31,476,-4,-30.252100840336134
98180104,804,80570,994215,994224,991901,80577,994226,80010,1813,2346,18,23,31,39,533,-3,-20.26266416510319
98180104,804,80570,994215,994224,80041,80577,994226,80010,2346,3456,23,40,39,55,1110,1,3.2432432432432434
98180104,804,80298,994215,994224,80041,80577,994226,80010,3456,3631,40,42,55,57,175,0,0.0
