matchId,squadId,badHands,badPasses,blocked,blocks,breaks,centrePassReceives,contactPenalties,defensiveRebounds,deflections,disposals,feeds,gain,goalAssists,goalAttempts,goalMisses,goals,goalsFromCentrePass,goalsFromGain,goalsFromTurnovers,intercepts,missedGoalTurnover,obstructionPenalties,offensiveRebounds,offsides,passes,penalties,pickups,possessions,rebounds,timeInPossession,tossUpWin,turnovers,pacePer60,offensiveRating,defensiveRating,netRating
98180205,805,7,2,0,0,2,45,49,3,10,486,64,13,21,60,16,44,26,7,9,10,0,23,7,1,418,72,5,81,10,52,0,28,79.3685356559608,54.32098765432099,65.06024096385542,-10.739253309534433
98180205,810,7,4,0,0,2,44,38,7,15,493,72,17,30,61,7,54,36,9,6,10,0,18,2,4,434,56,10,83,9,48,0,24,81.32825258573762,65.06024096385542,54.32098765432099,10.739253309534433
