matchId,squadId,oppSquadId,badHands,badPasses,blocked,blocks,breaks,centrePassReceives,centrePassToGoalPerc,contactPenalties,deflectionPossessionGain,deflectionWithGain,deflectionWithNoGain,disposals,feedWithAttempt,feeds,gain,gainToGoalPerc,generalPlayTurnovers,goalAssists,goalAttempts,goalMisses,goals,goalsFromCentrePass,goalsFromGain,goalsFromTurnovers,interceptPassThrown,intercepts,missedGoalTurnover,missedShotConversion,netPoints,obstructionPenalties,offsides,passes,penalties,pickups,possessionChanges,possessions,rebounds,timeInPossession,tossUpWin,turnoverToGoalPerc,offensiveRebounds,pacePer60,offensiveRating,defensiveRating,netRating
109850104,811,813,3.0,3.0,1.0,0.0,1.0,48.0,65.0,39.0,3.0,3.0,13.0,134.0,48.0,67.0,9.0,44.0,31.0,44.0,58.0,5.0,53.0,33.0,4.0,16.0,8.0,6.0,0.0,60.0,196.5,27.0,3.0,67.0,67.0,6.0,33.0,88.0,3.0,52.0,0.0,42.0,3.0,88.0,60.22727272727273,52.87356321839081,7.35370950888192
109850104,813,811,3.0,2.0,0.0,1.0,1.0,45.0,49.0,44.0,6.0,6.0,9.0,120.0,43.0,57.0,16.0,75.0,38.0,37.0,52.0,6.0,46.0,25.0,12.0,9.0,6.0,8.0,0.0,50.0,214.0,21.0,2.0,57.0,65.0,13.0,38.0,87.0,6.0,48.0,0.0,27.0,3.0,87.0,52.87356321839081,60.22727272727273,-7.35370950888192
