matchId,squadId,oppSquadId,badHands,badPasses,blocked,blocks,breaks,centrePassReceives,contactPenalties,defensiveRebounds,deflections,disposals,feeds,gain,goalAssists,goalAttempts,goalMisses,goals,goalsFromCentrePass,goalsFromGain,goalsFromTurnovers,intercepts,missedGoalTurnover,obstructionPenalties,offensiveRebounds,offsides,passes,penalties,pickups,possessions,rebounds,timeInPossession,tossUpWin,turnovers,pacePer60,offensiveRating,defensiveRating,netRating
102940102,811,813,2,3,0,0,1,50,49,3,14,158,80,15,44,67,7,60,41,9,10,7,0,11,1,3,80,60,10,90,4,49,0,24,89.50276243093923,66.66666666666666,59.09090909090909,7.575757575757564
102940102,813,811,2,3,0,0,1,55,35,4,17,143,71,12,32,61,9,52,34,9,9,7,0,16,2,1,71,51,5,88,6,51,0,29,87.51381215469614,59.09090909090909,66.66666666666666,-7.575757575757564
