matchId,squadId,badHands,badPasses,blocked,blocks,breaks,centrePassReceives,contactPenalties,defensiveRebounds,deflections,feeds,gain,goalAssists,goalAttempts,goalMisses,goals,intercepts,missedGoalTurnover,obstructionPenalties,offensiveRebounds,offsides,penalties,pickups,rebounds,tossUpWin,turnovers,possessions,pacePer60,offensiveRating,defensiveRating,netRating
80120201,803,6,8,0,0,2,48,32,2,14,59,12,33,64,14,50,5,0,13,4,2,45,12,6,0,27,87,86.06760098928277,57.47126436781609,68.53932584269663,-11.068061474880537
80120201,805,9,7,0,0,3,51,35,5,13,64,17,49,68,7,61,10,0,9,2,5,44,8,7,0,23,89,88.04616652926629,68.53932584269663,57.47126436781609,11.068061474880537
