matchId,playerId,squadId,startingPos,startingTime,finishPos,finishTime,duration,oppSquadId
120450801,80299,8119,WD,0,WD,3600,3600,807
120450801,80575,8119,WA,0,WA,3600,3600,807
120450801,1001711,8119,GA,0,GS,3286,3286,807
120450801,1001711,8119,GS,3286,GS,3600,314,807
120450801,1015543,8119,S,0,S,3600,3600,807
120450801,1004473,8119,C,0,C,3600,3600,807
120450801,80010,8119,GK,0,GK,3600,3600,807
120450801,1010545,8119,GS,0,S,3286,3286,807
120450801,1010545,8119,S,3286,S,3600,314,807
120450801,1001716,8119,S,0,GD,1226,1226,807
120450801,1001716,8119,GD,1226,S,1539,313,807
120450801,1001716,8119,S,1539,GD,2192,653,807
120450801,1001716,8119,GD,2192,S,2500,308,807
120450801,1001716,8119,S,2500,S,3600,1100,807
120450801,1013431,8119,S,0,GA,3286,3286,807
120450801,1013431,8119,GA,3286,GA,3600,314,807
120450801,1011747,8119,GD,0,S,1226,1226,807
120450801,1011747,8119,S,1226,GD,1539,313,807
120450801,1011747,8119,GD,1539,S,2192,653,807
120450801,1011747,8119,S,2192,GD,2500,308,807
120450801,1011747,8119,GD,2500,GD,3600,1100,807
120450801,1016035,807,GD,0,GD,3600,3600,8119
120450801,1004472,807,WA,0,WA,3600,3600,8119
120450801,1029513,807,GK,0,GK,3600,3600,8119
120450801,1029501,807,GA,0,GA,3600,3600,8119
120450801,80833,807,C,0,WD,1800,1800,8119
120450801,80833,807,WD,1800,WD,3600,1800,8119
120450801,991905,807,WD,0,S,1800,1800,8119
120450801,991905,807,S,1800,S,3600,1800,8119
120450801,1021092,807,S,0,S,3600,3600,8119
120450801,1001703,807,S,0,S,3600,3600,8119
120450801,1019380,807,S,0,C,1800,1800,8119
120450801,1019380,807,C,1800,C,3600,1800,8119
120450801,1021253,807,GS,0,GS,3600,3600,8119
