matchId,playerId,firstname,surname,displayName,shortDisplayName,squadId
99730105,80150,Jo,Harten,J.Harten,"Harten, J",812
99730105,999128,Helen,Housby,H.Housby,"Housby, H",812
99730105,80535,Serena,Guthrie,S.Guthrie,"Guthrie, S",812
99730105,80146,Jade,Clarke,J.Clarke,"Clarke, J",812
99730105,1006559,Beth,Cobden,B.Cobden,"Cobden, B",812
99730105,80534,Stacey,Francis,S.Francis,"Francis, S",812
99730105,80127,Ama,Agbeze,A.Agbeze,"Agbeze, A",812
99730105,80532,Kadeen,Corbin,K.Corbin,"Corbin, K",812
99730105,1006561,Summer,Artman,S.Artman,"Artman, S",812
99730105,80813,Jodie,Gibson,J.Gibson,"Gibson, J",812
99730105,80569,Laura,Malcolm,L.Malcolm,"Malcolm, L",812
99730105,1006560,Natalie,Panagarry,N.Panagarry,"Panagarry, N",812
99730105,1001865,Lenize,Potgieter,L.Potgieter,"Potgieter, L",833
99730105,1006587,Renske,Stolz,R.Stolz,"Stolz, R",833
99730105,80558,Bongiwe,Msomi,B.Msomi,"Msomi, B",833
99730105,80552,Erin,Burger,E.Burger,"Burger, E",833
99730105,80819,Precious,Mthembu,P.Mthembu,"Mthembu, P",833
99730105,80559,Karla,Mostert,K.Mostert,"Mostert, K",833
99730105,999135,Phumza,Maweni,P.Maweni,"Maweni, P",833
99730105,1006585,Sigrid,Burger,S.Burger,"Burger, S",833
99730105,80816,Lindie,Lombard,L.Lombard,"Lombard, L",833
99730105,1001943,Izette,Lubbe,I.Lubbe,"Lubbe, I",833
99730105,1006586,Renske Juanitta,Steyn,R.Steyn,"Steyn, R",833
99730105,995127,Zanele,Vimbela,Z.Vimbela,"Vimbela, Z",833
