matchId,squadId,oppSquadId,playerId,period,badHands,badPasses,blocked,blocks,breaks,centrePassReceives,centrePassToGoalPerc,contactPenalties,deflectionWithGain,deflectionWithNoGain,feedWithAttempt,feeds,gain,gainToGoalPerc,generalPlayTurnovers,goalAssists,goalAttempts,goalMisses,goals,interceptPassThrown,intercepts,minutesPlayed,missedGoalTurnover,obstructionPenalties,offsides,penalties,pickups,points,possessionChanges,quartersPlayed,rebounds,tossUpWin,unforcedTurnovers
116950202,812,813,80010,1,0,0,0,0,0,0,0,4,0,1,0,0,1,0,0,0,0,0,0,0,1,15,0,1,0,5,0,0,0,1,0,0,0
116950202,812,813,80010,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116950202,812,813,80010,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116950202,812,813,80010,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116950202,812,813,80146,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116950202,812,813,80146,2,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,4,0,0,1,1,0,0,1,1,0,0,1
116950202,812,813,80146,3,0,0,0,0,0,0,0,1,0,0,7,13,0,0,0,7,0,0,0,0,0,15,0,0,0,1,2,0,0,1,0,0,0
116950202,812,813,80146,4,0,0,0,0,0,0,0,0,0,1,6,8,0,0,1,6,0,0,0,0,0,15,0,0,0,0,0,0,1,1,0,0,1
116950202,812,813,80530,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116950202,812,813,80530,2,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,1,1,15,0,1,0,3,2,0,1,1,0,0,0
116950202,812,813,80530,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,1,0,2,0,0,0,1,0,0,0
116950202,812,813,80530,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,15,0,1,0,2,0,0,1,1,0,0,0
116950202,812,813,80535,1,0,0,0,0,0,0,0,4,0,2,3,7,0,0,1,2,0,0,0,0,0,15,0,0,0,4,0,0,1,1,0,0,1
116950202,812,813,80535,2,0,0,0,0,0,1,0,0,0,0,3,7,1,0,1,1,0,0,0,0,1,15,0,0,2,0,2,0,1,1,0,0,1
116950202,812,813,80535,3,0,0,0,0,0,1,0,3,1,0,0,0,2,0,0,0,0,0,0,0,1,15,0,0,0,3,0,0,0,1,0,0,0
116950202,812,813,80535,4,0,0,0,0,0,2,0,3,0,1,0,0,1,0,0,0,0,0,0,0,1,15,0,0,0,3,1,0,0,1,0,0,0
116950202,812,813,80569,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116950202,812,813,80569,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116950202,812,813,80569,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116950202,812,813,80569,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116950202,812,813,80814,1,0,0,0,0,0,1,0,2,0,0,0,0,1,0,1,0,0,0,0,1,1,15,0,1,0,3,0,0,1,1,0,0,0
116950202,812,813,80814,2,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,15,0,1,0,3,0,0,0,1,0,0,0
116950202,812,813,80814,3,0,0,0,0,0,2,0,3,1,1,0,0,1,0,0,0,0,0,0,0,0,15,0,1,1,4,0,0,0,1,0,0,0
116950202,812,813,80814,4,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,2,0,0,0,1,0,0,0
116950202,812,813,999128,1,0,0,0,0,0,4,0,0,0,1,4,5,0,0,0,4,3,0,3,0,0,15,0,0,0,0,0,3,0,1,0,0,0
