matchId,squadId,oppSquadId,badHands,badPasses,blocked,blocks,breaks,centrePassReceives,centrePassToGoalPerc,contactPenalties,deflectionPossessionGain,deflectionWithGain,deflectionWithNoGain,feedWithAttempt,feeds,gain,gainToGoalPerc,generalPlayTurnovers,goalAssists,goalAttempts,goalMisses,goals,goalsFromCentrePass,goalsFromGain,goalsFromTurnovers,interceptPassThrown,intercepts,missedGoalTurnover,missedShotConversion,obstructionPenalties,offsides,penalties,pickups,points,possessionChanges,rebounds,timeInPossession,tossUpWin,turnoverToGoalPerc,unforcedTurnovers,offensiveRebounds,possessions,pacePer60,offensiveRating,defensiveRating,netRating
116950202,812,813,1,1,0,0,0,45,73,37,3,3,10,49,77,10,50,19,45,53,4,49,35,5,9,9,7,2,0,8,4,45,10,49,21,0,52,0,69,9,0.0,74.0,74.0,66.21621621621621,62.16216216216216,4.054054054054049
116950202,813,812,3,1,0,0,0,41,67,50,1,1,13,47,63,12,42,21,38,56,10,46,33,5,8,7,9,2,50,7,2,57,4,46,23,8,48,0,89,13,5.0,74.0,74.0,62.16216216216216,66.21621621621621,-4.054054054054049
