matchId,squadId,badHands,badPasses,blocked,blocks,breaks,centrePassReceives,contactPenalties,defensiveRebounds,deflections,feeds,gain,goalAssists,goalAttempts,goalMisses,goals,goalsFromCentrePass,goalsFromGain,goalsFromTurnovers,intercepts,missedGoalTurnover,obstructionPenalties,offensiveRebounds,offsides,penalties,pickups,rebounds,timeInPossession,tossUpWin,turnovers,possessions,pacePer60,offensiveRating,defensiveRating,netRating
95640106,806,2,1,0,0,1,55,49,4,18,62,10,39,65,5,60,0,0,0,6,0,7,0,1,56,7,4,51,0,13,78,76.24219386369808,76.92307692307693,68.42105263157895,8.502024291497989
95640106,809,3,4,0,0,0,53,53,2,12,59,8,35,60,8,52,0,0,0,6,0,10,1,5,65,10,3,49,0,17,76,74.28726581591094,68.42105263157895,76.92307692307693,-8.502024291497989
