matchId,squadId,GS,GA,WA,C,WD,GD,GK,startingTime,finishTime,teamStartScore,teamEndScore,oppStartScore,oppEndScore,duration,plusMinus,plusMinusPer60
98181204,802,80540,80198,80028,80526,80223,80524,80428,0,1296,0,20,0,21,1296,-1,-2.7777777777777777
98181204,802,80540,80198,80028,80526,80223,80428,80524,1296,1817,20,29,21,32,521,-2,-13.81957773512476
98181204,802,80540,80198,80699,80028,80223,80524,80428,1817,2027,29,32,32,36,210,-1,-17.142857142857142
98181204,802,80540,80198,80699,80028,997432,80247,80428,2027,2569,32,41,36,49,542,-4,-26.568265682656826
98181204,802,80540,80565,80699,80028,997432,80247,80428,2569,2720,41,44,49,50,151,2,47.682119205298015
98181204,802,80540,80565,80699,80526,997432,80247,80428,2720,3406,44,56,50,61,686,1,5.247813411078717
98181204,802,80540,80198,80699,80526,997432,80247,80428,3406,3633,56,59,61,64,227,0,0.0
98181204,803,80710,80167,80301,80175,80571,80582,80099,0,1296,0,21,0,20,1296,1,2.7777777777777777
98181204,803,80710,80167,80301,80506,80571,80582,80099,1296,1817,21,32,20,29,521,2,13.81957773512476
98181204,803,80710,80167,80301,80506,80571,80099,80582,1817,2720,32,50,29,44,903,3,11.960132890365449
98181204,803,80710,80167,80301,80506,80571,80582,80099,2720,3406,50,61,44,56,686,-1,-5.247813411078717
98181204,803,80710,80167,80301,80506,80571,80099,80582,3406,3633,61,64,56,59,227,0,0.0
