matchId,squadId,oppSquadId,playerId,period,badHands,badPasses,blocked,blocks,breaks,centrePassReceives,contactPenalties,defensiveRebounds,deflections,feeds,gain,goalAssists,goalAttempts,goalMisses,goals,intercepts,minutesPlayed,missedGoalTurnover,obstructionPenalties,offensiveRebounds,offsides,penalties,pickups,quartersPlayed,rebounds,tossUpWin,turnovers
95630205,806,809,80048,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,15,0,3,0,0,6,0,1,0,0,0
95630205,806,809,80048,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15,0,0,0,0,1,1,1,0,0,0
95630205,806,809,80048,3,0,0,0,0,0,0,5,1,0,0,1,0,0,0,0,0,15,0,1,0,0,6,0,1,1,0,0
95630205,806,809,80048,4,0,0,0,0,0,0,3,1,4,0,2,0,0,0,0,1,15,0,2,0,0,5,0,1,1,0,0
95630205,806,809,80049,1,0,0,0,0,0,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0
95630205,806,809,80049,2,0,0,0,0,0,2,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,4,3,0,0,0,0
95630205,806,809,80049,3,0,1,0,0,0,1,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,1
95630205,806,809,80049,4,1,0,0,0,0,1,2,1,0,0,2,0,0,0,0,1,0,0,0,0,0,2,1,0,1,0,1
95630205,806,809,80052,1,0,0,0,0,0,0,0,0,1,2,0,1,7,2,5,0,15,0,0,0,0,0,1,1,0,0,1
95630205,806,809,80052,2,1,0,0,0,0,0,1,0,0,0,0,0,15,4,11,0,15,0,0,0,0,1,1,1,0,0,4
95630205,806,809,80052,3,1,0,0,0,0,0,3,0,0,0,0,0,9,1,8,0,15,0,0,1,0,3,0,1,1,0,4
95630205,806,809,80052,4,0,0,0,0,0,0,0,0,0,1,0,1,11,1,10,0,15,0,0,1,0,0,0,1,1,0,0
95630205,806,809,80069,1,0,0,0,0,0,3,1,0,0,7,0,3,0,0,0,0,15,0,1,0,0,2,0,1,0,0,1
95630205,806,809,80069,2,0,0,0,0,0,4,3,0,1,9,0,3,0,0,0,0,15,0,0,0,0,3,0,1,0,0,0
95630205,806,809,80069,3,0,0,0,0,0,4,0,0,0,9,0,2,0,0,0,0,15,0,1,0,0,1,0,1,0,0,0
95630205,806,809,80069,4,0,0,0,0,0,5,1,0,0,4,0,1,0,0,0,0,15,0,0,0,0,1,2,1,0,0,0
95630205,806,809,80072,1,0,0,0,0,0,4,2,0,1,1,0,1,8,2,6,0,15,0,0,0,0,2,0,1,0,0,2
95630205,806,809,80072,2,0,0,0,0,0,2,1,0,0,5,0,3,2,1,1,0,15,0,1,0,0,2,0,1,0,0,1
95630205,806,809,80072,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95630205,806,809,80072,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95630205,806,809,80146,1,0,0,0,0,0,0,3,0,0,7,0,2,0,0,0,0,15,0,1,0,0,4,0,1,0,0,0
95630205,806,809,80146,2,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,15,0,0,0,0,0,1,1,0,0,0
95630205,806,809,80146,3,0,0,0,0,0,0,1,0,0,3,2,1,0,0,0,2,15,0,1,0,2,2,0,1,0,0,2
95630205,806,809,80146,4,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,15,0,0,0,1,1,0,1,0,0,2
95630205,806,809,80474,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95630205,806,809,80474,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95630205,806,809,80474,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95630205,806,809,80474,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95630205,806,809,80475,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95630205,806,809,80475,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
