matchId,squadId,oppSquadId,attempt1,attempt2,attempt_from_zone1,attempt_from_zone2,badHands,badPasses,blocked,blocks,breaks,centrePassReceives,centrePassToGoalPerc,contactPenalties,deflectionPossessionGain,deflectionWithGain,deflectionWithNoGain,deflections,feedWithAttempt,feeds,gain,gainToGoalPerc,generalPlayTurnovers,goal1,goal2,goalAssists,goalAttempts,goalMisses,goal_from_zone1,goal_from_zone2,goals,goalsFromCentrePass,goalsFromGain,goalsFromTurnovers,interceptPassThrown,intercepts,lastCentrePass,missedGoalTurnover,missedShotConversion,netPoints,obstructionPenalties,offsides,penalties,pickups,points,possessionChanges,rebounds,secondPhaseReceive,timeInPossession,timeToScore,timeout,tossUpWin,turnoverHeld,turnoverToGoalPerc,unforcedTurnovers,offensiveRebounds,possessions,pacePer60,offensiveRating,defensiveRating,netRating
129491001,804,8117,40,20,40,20,1,3,0,0,0,52,60,62,3,3,5,8,53,80,7,71,20,34,11,38,60,15,34,11,45,34,5,6,5,2,Q4 14:35,7,20,255.5,7,0,69,11,56,27,7,44,48,39,3,0,3,55,14,3.0,84.0,84.0,53.57142857142857,74.71264367816092,-21.141215106732346
129491001,8117,804,74,1,74,1,1,2,0,0,1,54,88,47,4,4,13,17,69,86,13,54,16,64,1,59,75,10,64,1,65,50,7,8,2,5,Q4 14:56,2,60,481.5,14,1,63,11,66,18,10,49,52,28,1,0,1,57,11,6.0,87.0,87.0,74.71264367816092,53.57142857142857,21.141215106732346
