matchId,playerId,squadId,minutesPlayed,oppSquadId
90840401,80826,808,60.0,810
90840401,80019,808,60.0,810
90840401,80424,808,60.0,810
90840401,80021,808,60.0,810
90840401,80095,808,58.083333333333336,810
90840401,80059,808,60.0,810
90840401,80393,808,60.0,810
90840401,80477,808,0.0,810
90840401,80582,808,0.0,810
90840401,80432,808,2.6,810
90840401,80478,808,0.0,810
90840401,80287,808,0.0,810
90840401,80113,810,60.0,808
90840401,80009,810,60.0,808
90840401,80301,810,60.0,808
90840401,80299,810,58.083333333333336,808
90840401,80152,810,60.68333333333333,808
90840401,80343,810,60.68333333333333,808
90840401,80530,810,60.0,808
90840401,80003,810,0.0,808
90840401,80572,810,0.0,808
90840401,80133,810,0.0,808
90840401,80450,810,0.0,808
90840401,995701,810,0.0,808
